758:17,76,302,616,58,356,285,236,11008,11644,
763:17,29,84,650,8,239,138,591,736,322,
773:32114,37773,35793,4157,6160,23586,46267,32053,39077,23453,
774:17,302,61,564,8,518,44,6,650,1511,
775:58,76,518,1102,866,15,542,736,787,301,
782:908,1539,3704,899,302,931,84,616,2950,226,
784:17,302,1403,289,1405,101,508,542,518,84,
793:654,29,1462,616,8,76,736,866,236,354,
803:17,1119,6450,84,302,4420,70,947,654,736,
813:17,302,616,654,84,650,29,518,542,119,
815:3137,3423,7211,3374,229,3939,550,13544,5860,16404,
817:1102,29,866,58,301,8,361,138,76,736,
818:2318,463,984,5738,5480,8860,1528,1326,2153,760,
823:441,1744,2028,3177,710,1760,4513,13,5122,1340,
825:6450,70,616,1119,654,8,508,518,542,58,
833:2703,302,2326,8,1332,780,58,564,2548,2302,
835:101,58,1804,229,654,70,81,518,302,2241,
838:4671,8772,7622,7334,3034,7926,9435,12861,2215,5975,
844:354,29,58,76,736,301,8,182,236,70,
850:866,17,302,654,254,76,354,29,84,58,
856:8627,162,42061,11841,1140,7623,6,190,1109,62,
857:302,650,76,84,866,495,8,6,239,591,
874:12022,15560,9354,641,28535,26701,88918,6720,63399,67698,
891:361,17,302,654,76,354,84,29,58,254,
899:1002,17,1744,2715,1340,1760,119,4513,5122,371,
900:398,1245,5598,17,2447,11644,45,9629,2934,14964,
911:5328,76,3039,698,70,2512,19016,1970,168,953,
918:17,2292,1069,81,736,2414,2139,654,866,1126,
925:17,302,654,564,616,58,84,76,8,29,
926:302,1550,58,354,84,76,3234,1102,322,70,
937:875,302,1119,654,518,616,58,6450,70,736,
949:21226,63345,75053,72693,10527,28192,62569,10897,51265,20538,
964:2403,3207,17,970,947,2559,5587,20300,16229,2142,
970:8,2946,294,8213,2656,2292,14636,1030,4613,3704,
977:17,518,14026,449,650,29,736,394,301,285,
981:1002,710,2715,1744,8928,4513,1340,3618,2028,371,
982:17,2162,875,84,302,1119,654,70,6450,354,
984:8322,17,14797,5702,24933,9674,16965,90543,1832,6856,
992:441,3423,3137,4513,371,5122,4696,13,8928,2241,
993:654,84,29,58,1102,76,616,354,361,518,
998:17,1539,84,1382,4021,140,2292,3423,1884,780,
1000:2703,17,58,518,8,1102,29,84,70,542,
1007:17,654,29,224,1357,2618,8,1866,1832,138,
1027:168,2318,661,5738,1528,1400,574,760,2153,801,
1028:17,302,518,616,58,354,29,1762,138,650,
1044:225,17,8725,84,302,8,654,696,616,1550,
1045:17,58,76,518,8,84,2030,542,354,1102,
1049:76,564,4,40,17,2139,6901,1069,81,10048,
1068:441,1002,8928,4513,6315,710,1340,13,3618,3506,
1069:1187,875,654,6450,29,322,2935,76,84,101,
1070:17,58,616,2469,84,518,76,650,70,542,
1082:866,84,101,518,138,650,6,591,301,239,
1083:394,61,225,1109,363,17,138,542,302,32,
1088:17,564,698,2512,1069,8,616,226,2414,26741,
1094:2121,616,58,29,736,1065,710,301,70,441,
1116:76,2292,1164,5812,1730,4880,2008,698,3484,1099,
1121:1696,1359,5048,2512,3137,6303,1276,4275,17,6379,
1125:654,84,302,58,616,2030,422,138,542,736,
1127:17,7334,103,8,616,542,402,302,518,654,
1132:17,3423,302,76,654,650,58,2241,262,8283,
1133:1002,76,1065,8,385,650,2917,354,3484,2028,
1140:616,302,58,29,76,542,8,564,1764,449,
1141:4671,3039,9594,3137,7622,1131,7468,2140,5512,14259,
1148:9354,1131,2946,1435,2068,176,22,8011,7037,4481,
1153:17,1102,616,518,58,654,542,45,564,76,
1163:98931,66599,47777,88359,63343,90221,103353,50351,35987,8123,
1166:5117,17,5287,4268,1126,131,2559,5587,16229,20300,
1172:17,3137,44,1287,616,656,229,302,654,81,
1192:17,302,58,616,8,1102,76,650,138,101,
1204:17,302,616,654,58,4268,84,29,8,542,
1208:32114,58750,22612,16686,74705,1192,62870,15781,32053,10333,
1209:840,9354,2068,5567,17,3789,8011,3196,13838,176,
1234:574,984,661,8860,168,2103,9874,1400,463,2642,
1236:17,2703,616,302,76,1190,654,8,58,4364,
1245:1187,2162,302,875,84,654,4364,891,2935,616,
1263:17,302,58,322,650,76,8,285,542,1102,
1267:616,302,58,654,101,8,1348,1804,322,84,
1269:4755,1352,189,3107,2880,1712,6434,23191,8848,12990,
1288:398,5598,2447,11644,14964,2934,9629,37386,12218,17,
1295:616,76,101,6,1462,866,301,518,861,726,
1296:17,58,654,29,650,76,591,1245,226,84,
1302:17,616,654,76,302,1086,650,285,1196,8,
1305:17,302,84,58,29,8,591,650,76,322,
1342:17,84,518,302,1102,616,654,58,650,5998,
1382:17,302,1099,2200,616,654,131,8,84,76,
1389:238,787,327,15,1119,518,17,29,1462,302,
1391:402,26376,1651,2528,4146,10692,1446,10600,8783,32,
1397:986,81,1749,140,7211,780,3137,2379,13544,8283,
1402:302,616,58,84,48,650,1187,76,1102,486,
1405:4697,17,1127,131,654,302,84,1551,2140,542,
1407:3841,782,1937,17,1471,6559,542,5542,486,58,
1408:17,84,518,302,564,616,81,650,5998,654,
1409:354,8,616,138,70,899,285,564,101,6,
1412:17,302,654,84,70,616,58,29,354,76,
1413:1476,6,736,542,101,239,1362,62,162,236,
1418:654,22,289,1951,3233,650,138,94,76,285,
1419:4755,3172,4825,1712,6434,23191,8848,12990,7831,5624,
1420:302,1187,654,354,29,8,70,2162,58,616,
1427:17,117,8,354,84,2512,29,518,1126,103,
1430:17,58,654,302,76,736,1196,8,650,29,
1431:654,58,616,76,8,650,285,84,6,322,
1435:302,616,58,61,84,29,1535,76,146,289,
1437:17,76,302,650,616,58,3847,226,564,654,
1441:840,2548,157,3196,3307,9354,197,2715,9289,27070,
1447:17,5567,4364,3233,375,1764,511,70,131,736,
1448:840,2548,157,3196,11973,197,8069,10541,27070,2715,
1457:17,70,302,1382,654,29,84,616,354,1462,
1458:17,15,165,453,1310,16935,17426,1786,28098,6527,
1469:302,616,58,2369,76,155,84,61,162,861,
1477:17,2140,3233,736,302,6450,84,1551,947,518,
1486:168,719,984,5738,5480,661,8860,1528,2153,1326,
1490:17,866,254,76,302,546,2139,654,58,1995,
1491:302,654,616,58,84,650,866,568,483,1348,
1500:2714,3207,58,84,302,970,3506,245,518,76,
1503:654,8,58,616,354,1762,736,866,650,301,
1517:840,4755,1352,157,3196,2548,1527,189,197,8069,
1518:17,4755,2583,1527,931,8,1099,616,302,508,
1535:236,3448,14750,5303,4203,6589,6673,14026,302,10641,
1551:616,1913,650,8,354,736,518,162,542,866,
1552:441,8928,1099,1002,1205,4513,3618,2715,1340,12586,
1553:17,616,302,654,58,542,8,29,518,76,
1559:302,654,616,29,76,15,861,1089,62,1239,
1560:17,518,58,402,103,3233,302,9572,61,15,
1561:8627,6783,17,1167,616,20959,297,10804,2618,17400,
1562:654,29,616,254,70,650,1102,8,138,736,
1569:986,4308,81,2967,2379,226,1884,6545,1888,1749,
1570:1099,2399,385,2194,1126,431,1471,8384,3484,1987,
1588:262,12586,1245,901,1119,605,6545,1187,1451,1057,
1589:431,654,931,84,1164,76,1099,568,650,354,
1591:294,1382,1196,1276,2140,1099,8093,17,356,2121,
1601:17,7006,2447,5598,11644,76,302,2934,3578,14964,
1602:1744,2268,17,1065,8928,2028,5122,3618,4513,371,
1629:17,119,616,302,8,76,654,58,518,15,
1634:2265,1913,2848,2946,9354,294,2292,2312,347,6387,
1642:2715,8928,654,4513,1340,6315,58,5122,13,518,
1653:17,8,616,302,58,654,101,84,76,564,
1654:302,29,84,866,650,542,322,70,138,8,
1655:654,8,2268,29,76,15,650,285,138,736,
1668:616,29,289,15,8,76,224,162,96,3101,
1681:17,866,29,58,616,84,7006,650,518,899,
1703:1119,6450,84,302,4420,654,4299,70,518,947,
1721:429,4268,6901,1446,2528,3521,245,61,2955,4413,
1727:17,302,182,650,654,81,1245,58,616,76,
1728:302,58,84,866,354,1102,736,76,239,301,
1745:17,302,616,654,58,84,518,76,245,8,
1746:17,302,654,29,58,616,726,285,650,84,
1751:7334,3039,1127,1539,9594,7468,4671,14259,22,206,
1756:8,675,999,1733,6068,3148,2312,2076,1009,2140,
1758:17,302,616,827,58,650,654,8873,2557,4444,
1761:441,140,1749,7680,3423,1884,1888,7211,81,2379,
1767:1187,875,84,354,58,1102,736,866,6450,70,
1779:866,394,1069,2092,17,302,2414,1001,616,58,
1780:9354,5767,1772,731,3137,5956,9313,2021,2631,1884,
1783:17,302,58,76,8,736,162,1305,650,29,
1787:225,616,29,518,696,101,5303,15,1410,76,
1788:1884,2967,140,1888,2379,2241,3137,3819,780,3374,
1794:17,840,616,2326,3307,654,157,58,15,302,
1796:654,8,84,650,29,146,301,542,285,1352,
1803:17,76,302,616,58,654,70,301,84,29,
1820:1352,189,2880,10041,1712,6434,8848,23191,12990,7831,
1821:17,4268,302,616,15,654,58,518,8,84,
1822:17,302,654,58,616,8,146,2369,6,245,
1823:17,84,6,1832,76,726,394,542,650,289,
1840:616,542,354,239,157,736,564,650,301,3196,
1841:984,463,2318,8860,5738,1528,5480,574,1400,2642,
1842:17,302,58,616,8,84,518,76,29,542,
1850:17,8,302,654,84,58,616,29,1102,289,
1853:866,17,76,254,40,46,1069,4,2139,3105,
1854:17,654,302,8,84,101,542,861,155,76,
1862:4671,6311,7622,7926,302,3034,1397,9127,2510,7335,
1880:17,875,1119,302,84,2935,226,947,654,4420,
1883:302,654,58,8,76,1991,542,1196,518,4755,
1890:3448,14750,776,8861,6673,8197,4756,4203,302,23581,
1891:302,17,654,58,616,29,84,8,1102,650,
1893:302,58,654,616,61,508,353,364,84,1220,
1894:3159,826,4357,1099,2512,3288,564,698,81,29,
1911:533,5975,6311,1397,603,9054,2510,13341,3150,7926,
1912:17,226,76,302,650,1462,654,58,616,866,
1913:17,302,616,654,58,8,29,84,518,76,
1930:2548,197,8069,5111,9354,3307,5627,7160,465,13049,
1932:2292,17,81,76,2139,385,226,3484,5812,6491,
1950:301,15,361,542,449,1476,4174,224,61,32,
1951:931,2121,2414,1730,1604,1200,1208,729,331,481,
1952:17,616,76,239,84,162,301,1102,866,3234,
2005:302,542,518,1196,76,564,2406,650,6,1102,
2017:840,2548,157,3196,197,605,8069,27070,10541,2946,
2025:236,3448,776,14750,12253,10075,4203,6673,8861,10641,
2030:3423,2241,3137,7211,3374,229,8283,1749,5860,13544,
2034:4755,1352,1527,3107,189,2880,4825,3172,10041,2946,
2038:12586,219,8066,146,302,1002,17,535,654,2924,
2046:9289,6503,9354,358,7021,10492,247,17567,2068,1495,
2058:1410,62,322,1549,2200,17,131,285,25649,124,
2068:245,1451,2268,17,3789,302,616,535,402,546,
2070:96,84,675,13580,6068,2076,1009,303,803,3148,
2071:7680,302,70,616,518,1462,58,650,76,826,
2072:2162,1102,302,875,1119,654,518,70,354,736,
2074:533,5975,3034,7926,4671,603,2510,3150,9127,9054,
2075:654,302,8,76,84,15,542,101,61,1126,
2076:82594,8943,95979,18979,26635,6458,31440,95724,13438,75591,
2077:17,654,1102,29,518,76,616,736,138,899,
2080:17,654,58,84,29,76,650,6,1196,564,
2085:17,6545,76,5328,1462,654,84,226,616,58,
2097:616,302,564,654,84,58,29,999,546,1023,
2112:2318,463,984,5738,1326,5480,2153,1528,14754,661,
2115:17,5663,3233,81,76,103,4364,8,1126,826,
2116:1187,17,302,1951,654,1119,2162,2268,58,875,
2123:2703,17,899,48,4420,654,1102,138,94,947,
2135:3423,2967,2379,1884,1888,17,8283,140,3137,1749,
2141:986,698,81,441,780,564,46,1527,2379,749,
2147:901,236,3448,398,776,14750,12253,10075,6673,10641,
2154:719,463,2318,8860,5480,661,1326,1528,1867,801,
2160:17,554,302,73,4174,1804,84,285,518,861,
2162:719,463,5738,5480,661,1528,2153,1400,760,574,
2170:17,58,302,650,76,542,3223,29,564,15,
2177:9354,2946,44,2528,1651,4339,8783,2068,10692,11973,
2184:58,616,1102,84,6,1476,542,1239,8,2868,
2185:17,1276,482,731,813,3137,1403,4542,4453,8,
2187:7266,8810,21643,21226,44151,19876,6542,16023,7200,23433,
2211:197,8069,27070,5111,14793,465,13049,7160,11973,4626,
2223:17,2292,81,76,226,70,6491,2139,5812,3484,
2243:441,1164,2715,17,8928,1744,1340,4513,1551,710,
2244:17,616,302,654,58,8,101,564,29,6,
2247:3249,12575,11447,11209,40390,20628,24968,84,7411,48,
2250:3176,7680,4239,1803,3514,200,18045,601,1164,34242,
2253:5767,2241,986,229,3137,1884,8283,13544,3819,226,
2260:7266,21643,8810,21226,16023,6542,44151,19876,7200,23433,
2261:302,616,131,654,354,899,76,58,1102,1119,
2262:86537,122252,98947,93796,120903,97497,103860,105258,88381,51174,
2290:46,696,542,650,29,1102,554,2618,966,301,
2291:17,616,29,84,76,162,6,301,101,8,
2293:17,84,58,302,101,616,1102,654,76,354,
2301:225,8199,2337,696,429,1867,4032,20069,8928,15064,
2302:16229,774,2696,1827,2714,2403,1524,3207,3506,245,
2304:719,463,984,5738,5480,661,1528,1326,1400,2153,
2318:84,654,3842,3378,106,29,76,2733,114,101,
2325:908,8,875,84,899,6450,2950,1187,3039,4420,
2335:17,302,616,654,15,84,289,736,596,8,
2343:116,9354,1030,1558,44,1410,2140,953,1871,2326,
2346:70,17,76,81,302,654,616,138,58,986,
2347:322,2030,17,2162,875,146,654,1187,58,899,
2348:1888,2967,2241,8283,13544,5767,3718,226,3939,3374,
2362:7266,21643,8810,21226,16023,7200,23433,44151,6542,19876,
2363:17,302,616,29,650,1102,301,84,76,8,
2364:302,616,101,650,29,76,354,301,8,736,
2369:70,17,5598,11644,2934,76,81,14964,7087,4941,
2373:17,84,76,302,1102,1462,616,654,81,58,
2381:17,302,654,58,29,616,518,431,8,84,
2382:17,12776,564,302,119,6901,1190,866,736,670,
2384:17,1119,302,84,4420,2935,947,70,736,654,
2385:17,302,616,58,29,84,76,650,1102,138,
2392:86598,123275,20125,69572,95089,45790,102279,68465,119083,32178,
2393:17,302,1099,327,84,616,931,1190,7006,58,
2394:4308,2379,76,81,7211,654,1884,361,1749,302,
2395:17,616,1550,1476,76,84,1140,837,3234,966,
2399:9354,2068,2406,1790,226,1023,731,834,10503,17,
2405:17,302,58,1196,790,654,542,8,650,15,
2407:866,17,302,254,654,76,354,29,84,2139,
2408:302,3039,953,84,650,138,36136,899,1127,616,
2419:568,2200,861,826,2021,3234,6503,17,302,58,
2429:354,1382,353,4268,245,17,94,358,1951,1126,
2447:29,84,354,76,1102,591,866,2618,736,289,
2452:2265,1913,2848,698,347,6387,76,31633,22856,5363,
2453:429,225,1499,96,605,8725,302,17,8627,17892,
2454:1352,1527,189,3107,2880,1712,6434,8848,23191,1991,
2456:17,4308,76,29,58,616,698,736,650,1069,
2461:6,518,29,542,4858,190,656,138,1511,402,
2464:654,354,48,301,76,736,58,1462,8,1187,
2465:58,84,354,866,1102,301,76,616,361,650,
2469:302,58,616,146,29,84,70,542,354,1102,
2489:168,719,984,463,5480,5738,8860,1528,2153,1400,
2491:9757,50104,63345,72693,75053,10527,62569,28192,10897,51265,
2499:1097,13523,44,45,1099,782,2121,6304,229,780,
2500:7334,4671,7468,908,1077,1468,1589,3656,4261,11404,
2501:931,947,1539,2946,17,790,3704,873,418,1208,
2505:17,58,616,654,84,29,6,289,76,1089,
2510:168,1460,1326,3177,2153,14754,2318,5738,44,719,
2515:17,650,302,616,226,168,14819,1344,564,6901,
2518:76,4880,5097,17,698,3568,361,2008,890,40,
2520:17,302,84,616,654,76,15,58,1790,32,
2521:302,1462,654,449,84,226,354,29,76,736,
2524:17,302,654,58,616,84,76,650,1102,8,
2536:17,302,518,8,2512,76,1511,15,364,542,
2541:302,654,84,58,8,899,1187,48,76,1287,
2547:17,1245,302,749,650,76,654,953,616,58,
2553:4755,1352,1527,189,3107,2880,3172,4825,10041,1712,
2558:661,1867,5557,2642,1528,3211,10267,72,3601,4792,
2560:616,58,29,84,76,1462,354,787,564,70,
2563:654,58,302,76,650,84,15,564,29,1086,
2573:58,616,29,84,1102,354,1558,76,97,749,
2591:17,616,302,654,58,76,45,155,8,29,
2596:17,302,84,58,616,654,518,1102,29,650,
2597:3423,17,262,3137,780,2241,76,226,5767,986,
2601:7334,17,302,7468,9435,12861,11855,8772,3034,1077,
2604:17,3423,2241,3137,262,76,986,226,1884,780,
2611:11008,8322,931,1099,2583,2950,1119,11146,1127,4647,
2612:17,302,654,58,542,15,861,1550,518,76,
2615:8,29,2268,245,650,518,354,6,76,138,
2625:17,226,302,1462,774,138,76,654,899,1827,
2626:302,84,616,518,76,224,285,859,162,354,
2634:17,302,654,58,616,101,8,518,76,29,
2636:654,29,58,84,650,354,8,1102,6,3183,
2639:17,1551,302,70,616,508,654,1023,84,8,
2650:441,4239,1002,8928,7703,4513,1340,1205,710,3618,
2661:2848,1099,3249,17,1405,2088,8725,13294,22980,2121,
2663:17,908,84,302,931,790,8,418,2583,899,
2666:17,616,302,650,58,236,2447,5598,654,11008,
2676:17,302,654,5598,2447,2934,11644,14964,9629,11008,
2689:17,225,654,76,616,650,302,8,873,301,
2693:873,790,1119,891,182,17,1558,542,8,650,
2708:17,119,12776,8,302,124,654,1790,301,84,
2709:2140,17,1606,2955,8066,1190,1412,5117,427,245,
2713:17,8,1951,616,654,245,302,58,84,364,
2715:984,2318,5738,661,2153,1400,760,801,9874,2642,
2716:3177,8167,986,7037,10048,3599,1884,367,25910,4453,
2727:4308,29,58,616,84,76,1102,354,15,6,
2730:17,616,654,542,70,65,84,2162,736,518,
2731:616,84,2369,29,101,48,354,1102,76,650,
2734:564,1069,76,947,2414,736,17,698,40,518,
2735:1527,3107,3172,4825,1712,23191,8848,12990,7831,4568,
2737:17,302,654,1276,84,616,70,8,58,1102,
2745:17,254,76,81,2379,302,1995,546,226,2967,
2746:40,698,6901,2414,4,2406,76,901,10048,1787,
2748:5287,826,565,1069,3131,2656,5145,7206,5567,7422,
2756:302,616,650,58,564,8,114,29,483,654,
2760:29,84,76,301,138,1102,736,70,8,650,
2776:54215,40469,32687,67304,79425,83044,90239,110437,61958,115786,
2799:1002,710,8928,2715,4513,1744,1340,3618,371,6315,
2802:302,3039,953,650,1348,138,36136,899,84,1127,
2803:347,780,7680,2241,229,3103,11718,3423,1749,81,
2804:17,654,224,302,58,616,354,650,84,1245,
2805:873,4755,1099,1352,1527,3107,189,2121,2880,4825,
2812:8,302,654,650,289,1187,29,354,48,76,
2815:984,463,168,8860,719,661,574,1400,2103,9874,
2827:7059,17,17390,8964,302,699,2428,616,58,8,
2831:654,84,58,76,29,591,8,138,866,1937,
2846:654,616,302,101,84,518,285,32,76,29,
2848:17,616,654,76,518,8,2369,289,29,15,
2853:262,698,5663,81,76,1205,17,4,1069,10048,
2854:1119,1527,3107,189,84,302,2935,4825,3172,10041,
2857:17,302,353,2092,654,29,3176,76,650,58,
2858:17,29,84,76,1102,736,354,101,650,6,
2861:533,5975,7926,3034,6311,4671,10981,603,7622,2510,
2871:4755,1527,189,3107,2880,3172,10041,4825,1712,6434,
2907:302,2583,81,654,2379,1099,70,431,568,2967,
2912:9354,840,3789,3737,2675,247,8011,3003,1451,375,
2914:17,302,654,58,3223,542,8,1102,76,29,
2924:1002,441,2028,710,1744,219,1326,13,4513,4696,
2925:840,157,3196,3307,197,1460,8069,10541,27070,5111,
2947:262,719,168,463,2318,5663,2275,8252,984,2153,
2951:1069,1097,294,4032,482,5375,5889,19775,749,3088,
2959:225,8725,696,17,2092,8627,17892,76,8199,924,
2960:17,1164,891,8579,418,8151,908,1825,76,4364,
2963:17,616,302,654,564,76,58,8,84,1102,
2965:168,719,5738,463,984,2153,1326,1460,1344,14754,
2967:441,2733,1340,802,4991,302,245,2715,4513,616,
2970:17,616,302,654,58,650,76,8,29,138,
2977:378,1991,7334,3599,3039,9594,1550,1050,7006,17,
2981:29,650,84,1102,866,289,8,301,285,70,
2989:17,48,1187,76,302,2162,654,8,875,84,
2990:533,4671,8772,5975,3034,7622,7926,7334,6311,9435,
3002:118270,93796,39608,118416,24633,94384,15759,91422,97812,64877,
3004:168,984,463,2318,8860,5480,1400,574,5738,1528,
3011:1382,101,70,654,616,17,2121,1099,289,1551,
3013:1539,1592,1091,11808,7006,3704,4755,1589,5975,352,
3037:16797,71149,115316,76441,62070,54681,50008,89910,101930,76008,
3038:294,402,1208,378,656,3841,32,4372,1287,10804,
3044:302,2369,654,58,5702,616,650,76,3039,518,
3070:17,564,302,698,866,2139,40,650,361,168,
3081:17,302,654,58,354,84,616,29,76,1102,
3100:302,616,101,29,76,8,354,736,650,542,
3102:168,719,984,463,2318,8860,661,5738,5480,1528,
3105:17,302,654,58,8,591,29,354,76,301,
3107:2967,140,2379,70,5767,7211,13544,3718,76,3137,
3110:1539,17,710,3704,1208,1825,873,4021,302,616,
3111:58,616,302,236,45,1804,20351,654,7171,76,
3113:225,8725,696,17,2092,8627,17892,76,302,1684,
3121:8,361,70,564,101,899,236,6,1462,568,
3125:17,302,654,354,84,70,616,58,76,8,
3126:53161,36008,64325,89698,84919,76344,21896,68288,12823,77336,
3129:302,616,1131,84,76,8,542,61,114,3737,
3139:361,17,302,654,76,354,84,29,58,254,
3144:463,17,2318,76,1326,719,5480,4880,1730,5738,
3152:429,17,4364,616,302,2669,236,58,8,45,
3166:90047,93279,52222,33378,101481,94333,105807,68338,27337,40419,
3167:1730,10039,6901,9289,5097,3568,4146,1787,890,76,
3169:616,1190,2140,119,8,654,542,15,58,301,
3170:17,76,8,564,81,70,302,650,616,58,
3172:347,1140,1499,1200,17,616,542,2326,1403,486,
3176:58,616,76,542,495,84,921,322,179,224,
3183:17,6901,654,58,76,29,616,70,866,650,
3184:2703,219,3177,6503,1002,2715,535,1902,131,5738,
3193:58,8,76,3234,285,518,138,395,394,1476,
3195:17,908,84,8,302,899,245,654,1127,2950,
3220:84,616,866,1102,650,76,138,361,736,8,
3229:17,302,2369,616,654,58,84,8,29,650,
3234:1102,518,302,654,5998,354,736,616,8213,1762,
3237:224,168,17,302,654,650,182,2318,616,58,
3238:17,2703,616,302,76,654,8,58,1190,2200,
3239:17,29,58,616,84,76,1102,239,1357,650,
