179:64467,116605,669,67174,73675,87657,89925,4925,91150,5539,29723,94432,26990,8892,26269,110189,123243,114755,99840,99349
181:2015,1790,1435,8211,8011,17,11145,1066,4320,3789,1551,17990,76,63109,53190,51890,18122,18199,38215,66608
186:32782,73713,3150,2633,26476,35064,79078,39040,59885,87044,5692,1336,65620,49214,32501,17232,7097,46345,85899,71720
188:40263,1382,15787,94,5022,3288,1881,3250,10749,36807,120085,119683,121749,53328,120560,116048,122656,69032,108599,1065
206:8167,500,117160,21207,87110,52966,108492,39351,98194,22428,43382,102974,119866,44436,32503,51969,37325,93108,31879,22045
208:23367,50678,82494,85156,86204,92922,94002,96437,100217,102029,16095,15800,31045,15622,10722,36908,203,104343,77110,66258
218:8392,36724,83696,82566,4562,20039,41198,49035,49885,72717,48517,1450,17967,63246,41302,7954,100776,20802,36090,12643
238:4421,2672,10536,47138,46530,75728,42968,112002,99524,116203,66781,64516,106885,71081,2038,3093,8029,24202,104746,25491
239:29,138,97938,65561,749,1476,495,3234,4025,9347,521,692,8861,22728,380,10491,14750,2163,366,4563
241:94,239,1624,194,726,2868,1382,3,837,14700,1567,1277,3250,3736,2361,7317,10012,4816,204,5025
250:20715,302,29,616,43315,58,3234,1476,749,692,495,654,16288,7989,17464,11818,84,8,42738,43307
261:2361,13681,9480,12482,35174,58,616,495,115106,30022,354,749,8,650,138,1653,692,3751,4025,915
284:17,726,929,20952,837,3,395,1567,2868,87928,43152,26919,123155,2361,1919,18476,13298,5353,5025,86531
285:11450,1595,36292,654,43255,43029,43046,43227,42818,42817,29,101710,43611,43485,43607,43604,43609,101053,101048,101045
294:899,1119,1187,48,472,594,23655,40326,14912,28231,17245,7506,34393,15242,4101,60986,439,62656,25053,812
300:289,554,1804,4174,2268,73,2469,530,77748,1313,13458,4669,65615,32199,64940,185,6513,31019,15370,7149
301:901,2085,9567,3527,2045,84326,3020,106013,11648,11616,10661,62918,4664,110223,51933,32762,31910,56070,6788,31279
302:3234,1476,495,749,3751,1653,692,4025,5961,915,16288,14617,4563,1494,107720,98986,13228,12175,11818,97938
306:96706,27915,61328,40536,37885,47434,61723,19833,28549,112615,107914,77288,91369,31408,106458,116551,86843,62243,36704,47076
311:2185,29,294,5239,6353,7166,8665,21817,4886,136,6546,4643,6593,79409,9451,9597,9735,9838,3622,843
313:415,13375,31095,18536,114001,89070,106775,10593,122168,80635,38002,119387,77903,669,68944,112914,38210,110994,90859,83228
327:1340,14955,1875,4715,15724,3688,2738,13020,71337,91069,118222,49682,107574,45837,65202,60877,9416,114579,58428,87612
328:319,26238,302,239,866,726,1567,654,2868,837,3,395,2361,6284,26136,19654,8074,16480,9480,5025
330:1388,1346,6094,81421,7415,7764,15261,4292,5521,34593,106250,13917,15460,710,12174,70996,15179,58783,23489,99903
338:861,591,15583,5729,239,3,917,1348,726,5022,11459,837,395,10295,10749,1424,12751,2158,2868,153
342:71467,11855,8392,1022,3695,39426,113378,73754,7489,81059,22643,10958,44177,56009,36783,7954,18919,48517,26461,24182
345:11841,1754,77581,62840,11401,2406,10039,17239,42756,48488,55944,42640,121079,48569,48572,58808,10565,35398,95790,34923
355:302,3250,1065,2531,29,1881,342,165,3093,36000,36618,37159,37387,37795,38991,41215,42107,43489,43505,44678
357:88698,100662,109898,41449,1208,14385,710,47848,62063,441,931,371,24819,947,2983,8,75266,29403,16868,1744
361:60374,1762,1086,2570,19529,105015,90093,70006,17485,23829,21154,20913,20734,20631,20144,20121,18274,26539,1258,14756
363:46673,25767,54263,64291,40179,73955,30240,24073,104297,113341,50629,36410,173,79616,91682,9297,72857,37184,72249,122344
365:3841,7006,2085,9567,9080,94,30235,84326,40048,15398,6788,26371,11648,4664,13757,43222,11616,112888,2904,40932
366:1651,254,4110,52934,106223,10692,39162,2069,59009,31739,5775,7194,46844,76007,9557,8927,2414,7202,25351,27747
367:58,5514,101,11437,78281,13136,77217,77095,75986,6096,70945,12408,22630,65479,47859,49611,19664,22581,52765,19987
372:11485,1476,3234,495,749,1653,692,4025,4563,16288,11818,9850,3751,5961,7989,32831,32589,32389,4255,32067
382:29,32589,32389,32067,1476,3234,495,692,4025,749,5961,54582,5394,58529,4563,4536,65413,4255,4227,70019
386:431,7048,4107,9163,571,1288,3755,7642,9013,1339,30411,17633,80897,19126,2134,2620,30644,18400,17385,17
387:48,496,472,15242,3046,9717,14912,812,594,19118,4101,28231,51661,17245,18256,9558,13772,44716,34393,19117
390:17,37190,36134,138,239,2669,1190,182,449,6840,780,381,2366,1200,726,3,395,2163,4048,7228
391:4502,162,554,33997,194,29,1277,301,8,10012,483,84,10040,13099,52095,12015,11789,14852,60785,115125
393:79251,108415,302,12564,1140,1476,3234,495,194,692,749,2166,1277,204,3855,4542,10012,14617,10040,30427
407:22801,39619,89977,115140,805,5726,226,33223,4979,17,2139,500,76,70,28166,262,780,18892,873,56217
418:119,6527,14894,55850,7217,5905,40729,410,42511,95269,95181,43449,43865,44051,44182,45262,4012,100985,39822,38460
436:508,1065,165,3093,3288,8029,2038,1881,10792,10504,55469,7735,6603,5689,97097,849,69198,95360,82898,2801
438:803,13273,34538,77404,21798,33839,33647,92057,110340,87268,111236,45068,32136,11686,61548,27239,10507,83101,30324,75285
448:17532,12807,56948,110038,1382,94,1065,3250,1881,4697,559,205,2115,116721,65943,63904,99425,101117,105663,12314
449:12872,53955,94,901,834,1065,7006,3250,165,1881,3841,179,4664,3093,31279,27785,4187,23259,122145,120773
458:44243,45593,45565,44182,3234,4174,3730,4919,3250,3017,3162,4025,4497,3163,3429,3288,3736,4048,57014,62608
470:574,46918,48377,39764,4792,39155,16381,12120,27361,4356,2664,4116,23285,9709,12657,13497,7351,47587,2321,16458
483:2265,40263,21479,92644,21558,41281,96437,94002,13374,6123,6399,4671,7622,42989,17486,203,19378,37440,23846,1547
484:112994,1405,889,50356,23961,6793,4907,63448,4967,4697,2698,9580,375,16340,3554,2246,92551,40007,118082,37002
496:69684,75352,107071,13179,112092,76362,29196,118349,73804,42886,41317,8771,28193,9386,48497,87243,7933,7925,63687,6654
502:12797,17,1119,302,84,31850,15368,4420,616,20192,20126,19998,18537,19681,518,736,20946,8,354,1102
516:74923,6402,10991,71975,2282,81965,50697,70161,119651,122683,58744,44170,109421,79495,45819,4180,46359,40603,40380,6550
519:209,855,3546,3680,51306,5346,61029,5444,22683,4282,22272,26453,40232,10676,26156,42390,5219,79681,6131,107605
541:493,1822,6511,19233,35589,31938,15521,5343,21929,8964,30301,2615,18851,9906,50153,3067,1811,18056,10121,563
544:16286,780,22597,37567,3498,17339,48076,2167,6202,1747,27324,3516,54389,39851,72508,12116,217,10071,1200,40537
550:508,3288,1881,2038,64338,29391,41561,65974,9302,39769,69198,10504,12485,12573,12745,13838,14461,36414,74144,113166
552:39242,760,14754,35810,877,40022,35277,40942,7180,1124,3709,2632,25393,14593,2402,14048,42178,15604,6755,3721
556:36750,6074,27958,31746,39515,24236,59915,41854,109015,99914,33409,44332,89759,123331,9497,70292,64055,873,2048,508
562:111401,21045,33497,83247,97683,38582,8403,9407,23950,6468,2290,68034,24896,2309,14034,1758,30511,104350,25207,47950
563:74487,82715,66068,46725,18595,14725,78290,98172,2139,239,94,1382,999,3,28512,3250,726,3288,1164,2609
564:3234,495,749,692,4025,3751,5961,915,1653,49734,47218,44243,43315,1494,32831,32589,32389,32067,30022,29997
571:7905,27705,63512,85561,43893,54038,534,58,289,101,2469,530,4174,73,610,1362,1313,16063,52193,16260
582:4174,73,530,4669,2469,2542,10247,3160,31019,2424,1313,32199,12440,28061,13458,6513,7222,11881,7270,65615
587:64722,43150,8957,108155,95521,81731,28894,7548,616,29,50340,48424,48195,47255,654,1140,239,1476,3234,495
591:5117,4364,4487,22633,24568,29999,9876,9400,8919,7705,4793,3482,60742,2659,1820,1173,62117,561,68275,69826
606:52512,28710,3935,992,21318,23259,14320,22493,51868,19910,21541,34675,35908,2522,103941,29872,1023,68361,33024,9671
629:12739,23191,2880,19697,33789,1206,7831,7880,44164,1712,261,30563,11725,24470,115907,115920,49196,51540,102221,107490
633:1424,591,11459,153,15583,917,20440,16595,2158,58,289,554,61,138,364,508,42888,102714,42803,1550
641:101,554,39332,4174,530,73,2469,4669,1313,55613,1135,43452,4703,100484,83399,71231,110611,1691,21175,8463
655:2469,2424,12440,3160,10247,11881,7222,28061,7270,65615,10415,6513,3234,1023,4025,901,239,179,45,3841
657:112706,99370,8987,83526,89325,741,48864,48654,4024,60360,96154,52358,98045,94236,86938,84730,2532,63346,99189,97490
660:94,508,1382,2172,490,1065,4181,5542,1881,3929,4374,49111,1413,85433,32282,3093,35048,8029,55469,54963
665:415,68498,18536,86476,22632,31095,14707,2178,7035,103254,67334,3855,13375,77903,101601,77165,116698,24758,44389,22508
667:1086,70006,90093,105015,54659,88499,5290,4269,38417,26539,20734,53636,17485,1954,23829,43053,1258,5637,20913,20121
687:1340,3688,14955,235,4696,1875,11200,49682,11928,24838,15724,71337,22341,15084,60877,65202,45837,87612,85174,9416
694:356,86,3017,5514,3163,4497,4275,11406,5929,47859,55572,94303,77095,57070,1515,77217,78281,86937,30801,30068
720:49035,9435,5641,42989,19152,17002,17767,8772,6399,21479,24673,1547,77110,5273,16095,36908,64018,4918,61226,64506
722:239,3,726,2868,1567,837,2361,5025,14758,13681,5584,5889,5312,6284,8074,37952,9480,12482,12632,14330
727:302,29,564,60785,162,1140,3234,1578,1476,692,495,6943,194,2770,749,1475,1180,610,7010,10012
728:2338,1752,7741,6292,20015,1939,11137,25839,18215,70530,17024,3981,37703,12665,2984,5569,53601,9205,15749,67323
732:58,138,554,106013,899,1382,1023,1140,496,1187,1804,48,901,875,472,4174,194,1822,73,179
733:41418,23929,5680,43567,60433,58138,46825,55346,5362,66388,73563,111281,11643,24727,120561,99881,101900,63059,42224,554
736:73100,91383,108160,80748,17477,121758,81565,13072,86198,116485,20192,66022,90497,88339,46479,1187,899,48,36772,36206
737:1344,1544,6640,20493,81490,14293,58,42913,99060,101,861,41608,41759,41645,289,554,591,356,1089,3017
741:3721,21371,3709,22841,55392,86896,105597,120393,3592,106310,22033,13460,25393,2402,17810,39242,15604,88647,6755,14048
742:4562,26461,18919,36090,37867,121214,103388,102233,5534,1450,17967,48517,10958,63246,29679,100776,7954,41302,20802,70141
757:53935,59102,122666,73926,73104,69672,84478,108557,108804,109012,111793,119079,1967,118900,95261,88114,107887,4816,470,4008
767:94,1435,1551,1449,3789,3250,3288,3407,1065,8211,176,10695,13838,1066,5689,6455,1074,71963,32546,7793
783:18269,81363,20920,78494,122044,840,60481,105584,5111,2548,157,197,13049,8069,27070,27094,465,7160,20525,13995
808:3184,1346,66361,2861,4292,4967,375,6094,95899,121915,97705,60744,69580,559,4907,82348,11614,59908,76229,24050
812:924,17,24932,37850,48492,42313,82536,57820,51216,51118,51087,51079,51035,50979,2523,50822,50654,2577,50525,50473
820:40885,2570,5421,43722,26834,14136,21154,27383,20631,65457,103683,70864,42241,41190,47387,38636,18274,14756,119410,74027
824:15340,50431,23512,7732,942,64651,58028,2418,85828,24070,17885,46890,10409,73309,79229,105108,120516,48423,67545,15214
832:20350,68780,9863,17,1126,1023,179,901,43909,3841,9080,518,5470,834,616,9567,2085,40048,2045,30235
850:354,546,9482,13468,278,657,9890,28379,1499,5638,22,1044,4068,5438,23316,84711,76026,104468,71157,91694
864:14519,2691,1930,394,65539,30962,37543,119929,121372,294,23632,19070,42464,3429,64482,79409,6546,6593,1217,91046
874:302,431,481,901,3755,7642,2134,30644,80897,37199,4107,1339,2620,9013,9163,17385,17633,18400,4187,1165
876:11447,12575,40390,20628,24968,27293,3657,75427,2162,875,4420,17,14370,52673,1102,24472,23727,23655,23934,59470
878:26453,17,302,616,654,58,15,29,650,542,8,76,518,564,289,84,61,30427,68672,67707
883:32,13512,209,96,855,543,22280,3546,113483,61430,72881,46283,33333,40209,38655,65225,37472,37103,33942,42138
903:14,43458,44298,44492,50269,20060,7207,1286,357,4919,1544,39654,20493,24125,6640,81490,17928,14293,14439,17
905:9173,2634,617,17794,14147,31843,75472,83088,106091,97139,21685,70808,23396,93148,16022,56701,48653,18177,7887,22327
909:4880,81,1164,37192,2008,21696,1377,4727,23933,34500,28953,28926,96720,90231,116336,76,17,361,698,2265
920:30,1886,23847,11039,39430,67708,70561,74591,78165,78294,86349,93058,94722,96748,98189,103778,104732,104878,106121,110264
926:302,37952,107720,239,3234,495,3,726,692,395,1567,837,2361,12389,4025,5025,14617,5961,13760,3958
928:35212,4834,14755,56251,46223,42276,19130,63321,88057,46375,29198,70770,89742,5315,17,101659,22578,32658,35174,3
930:394,3429,21297,2185,6353,1217,6593,294,4643,3614,21817,4886,1930,56656,6546,9838,7166,9215,9597,9735
942:4174,1804,2469,4669,1313,2424,10247,2542,31019,32199,6513,7222,28061,65615,10415,12440,13458,15370,112888,1023
945:27342,302,654,40048,40438,41723,39261,39829,84,861,76,289,61,40511,101,8,38946,554,354,39992
949:1803,13523,3344,23513,25662,32464,38253,41622,99959,101786,103305,104677,51178,52510,59027,59781,59986,89565,117172,66839
954:924,26988,795,75398,3450,85583,57050,119377,98874,110532,16110,95435,55843,15321,69396,78637,29270,22754,1592,21553
967:101769,111079,83538,84282,119430,81172,3471,67939,1400,661,719,10020,15426,18870,10038,10762,49010,3789,1460,9783
987:302,3234,1476,749,1653,3751,4563,4025,915,5961,16288,692,11818,14617,269,9850,7989,1494,11485,18666
992:15992,3071,12375,47191,92287,18449,84136,35788,42881,140,96128,3939,17855,57108,61286,47902,2301,119,5812,29473
994:2700,18702,36804,11804,3965,2803,521,380,5581,1510,9332,449,6395,2163,109,786,1622,5268,37190,25563
1001:719,2318,2582,37366,36567,34764,32852,32748,31890,31456,30008,28949,28894,28110,27674,27604,27483,27166,26451,25285
1002:654,21380,19126,21885,873,45,4173,2583,5553,3730,931,120921,100451,120,2876,7048,3028,37032,9163,81096
1015:2139,4880,1164,35659,17093,21696,30062,32021,103062,60187,66177,50492,1377,34500,97590,67692,87355,54076,74621,14951
1022:5975,32062,14246,63362,64965,34147,99127,70881,7675,34510,41616,90765,34064,62368,49222,46297,38732,74431,25024,21669
1035:1462,2618,317,85490,9955,73163,43387,93622,46535,95807,69219,46864,96967,66103,29621,101209,59492,108966,55564,22308
1040:41666,31789,38566,19735,877,760,2153,60635,29079,1124,33950,20235,53558,68331,73629,58727,7581,7180,48188,24917
1080:83818,91322,40970,15140,52964,28094,82279,6457,63125,17617,49136,12318,66799,116714,17250,66494,63271,26889,62658,61772
1084:15451,27035,78147,535,54631,17,100207,12229,2829,302,7048,55350,25010,25649,109300,88932,120793,70492,120794,69345
1094:508,29,1065,3250,3288,165,1881,503,13838,7735,65974,69198,6603,14461,28544,18513,16459,849,95360,5689
1098:654,63512,44716,62904,483,77875,999,48007,1119,2082,79469,3730,496,2618,28522,109830,120076,83857,103885,27048
1102:26021,102025,39508,43212,35903,3730,3319,5553,1896,2734,22370,23948,32825,57375,74334,68323,40897,3028,42885,3162
1105:302,29,58991,1476,749,14617,3234,495,692,16288,3757,2944,2831,4563,4025,915,11818,1494,32831,6765
1115:1140,1277,204,10040,60785,21070,2062,2454,115125,23867,81289,15114,40061,14396,41037,13099,33997,12015,52,52095
1119:245,44764,44474,44229,44710,301,138,94,1382,56418,111762,31383,108612,124,97,5117,1065,1760,53381,521
1121:70332,26579,46256,63725,9120,35863,74826,11017,17669,19122,15167,31244,25601,17,99297,654,736,224,13699,117
1129:361,11671,6840,6491,8194,37121,6127,36860,106732,122392,102491,39388,39502,32616,20353,785,52077,1342,5630,14661
1144:9486,987,99398,24778,9997,49999,121243,90065,50204,13856,36843,59124,71584,1302,35749,97111,27017,14566,89196,103579
1161:554,1804,73,4174,530,1313,4669,10247,7222,7270,10415,11881,12440,2542,65615,13458,15370,2424,28061,31019
1162:17,866,669,76,81,224,302,2703,986,361,262,654,500,226,2265,40,2139,698,96,616
1171:41131,18798,17,1476,495,3234,749,50933,66382,52625,47911,37722,37588,76150,54566,7114,120262,118638,109328,94752
1186:38720,29845,616,41118,5542,4374,17,3805,1413,35048,302,58,27321,111944,36028,37636,25164,20748,40251,40707
1192:18209,58,17,302,616,101,29,554,31582,94,1239,1102,8,32,542,1804,74129,4174,650,1960
1195:1091,736,113600,42879,41142,56089,56448,13872,20312,108739,107,56614,107022,21544,106136,10614,11861,51149,32299,95969
1205:496,472,15242,812,9717,3046,594,14912,51661,28231,4101,14482,34393,25053,9558,18256,19117,13772,17245,62656
1225:87195,5724,46265,49720,14591,66552,60615,68546,66324,75420,98970,109799,122512,76807,100138,33611,109375,101100,26231,118009
1226:13903,17,654,302,616,97,58,84,29,2944,2831,6765,32895,41154,94024,15703,58991,60280,9980,16949
1230:86,3017,5514,3163,4497,5929,77217,11406,55572,75986,19987,16210,28640,11437,12408,22630,22581,78281,70945,28815
1238:68096,17,302,84,46312,131,46995,94,899,654,70,45793,46958,45267,48574,44794,8,736,45848,44946
1267:69197,13293,41831,114483,1204,69014,58,302,616,654,101,1804,84,73,76,8,736,518,54963,56554
1286:226,29626,13178,74521,65021,52329,39703,72508,6263,63428,2628,102971,44657,110209,21011,114660,99210,21793,83054,654
1287:29,289,101,162,3,554,239,3234,1476,726,1832,1140,749,1462,495,395,194,2868,28061,1804
1288:26123,1017,51853,57908,87616,95607,97859,109653,74535,31508,67016,37742,692,84658,398,37572,85178,36855,37727,37730
1291:1762,2570,19529,80239,5421,74027,70864,65457,95175,8688,10996,47387,98288,43722,42241,41190,21154,20631,26834,121186
1316:66765,38298,43940,63795,42565,32876,59819,38527,54698,30454,35602,68424,4692,25346,88087,88370,90126,70908,110424,84621
1342:88233,8,104005,51939,5347,61772,9581,26889,24711,102512,62658,23484,63271,111103,20443,11677,4753,30002,96418,31101
1345:4359,1140,17,48,13099,1187,194,14396,115125,89424,52,2454,204,10012,7578,15114,1277,33997,105213,81289
1378:84089,7426,15100,28400,62566,106817,105316,45574,96400,6695,102594,719,1400,2153,760,21162,21031,80157,17121,21515
1384:6754,33763,12743,45954,95895,120040,57054,86628,59895,60774,61901,75176,101857,32230,70209,71607,108622,76213,35218,2548
1397:3910,55253,80394,86819,17071,11772,12589,98886,27338,54073,7585,12078,19095,34202,8586,4021,45231,4740,118588,109976
1403:42684,50559,22886,4897,97381,35048,98128,33659,33830,33839,34228,34286,69219,69068,4181,4326,5998,5542,4025,4374
1412:24164,23654,449,521,5581,1693,2163,109,786,2700,5268,42888,380,3886,4048,6395,14560,9332,37735,80040
1415:42981,43427,82205,48244,30281,50632,19767,75549,90164,112280,39650,77033,77357,82339,86949,42318,116886,22417,6085,74059
1418:25370,2166,54,4542,6485,17948,868,88926,27592,23017,56062,65264,12564,16311,56510,18019,103247,57074,23555,11348
1420:633,7990,61157,8766,3142,13559,49886,30151,100026,33114,44835,8444,8378,8048,5411,42157,1710,52012,69884,98594
1442:236,4756,5080,10014,8197,4075,1912,15223,9230,21171,22199,20045,30796,4092,11210,5457,7135,47243,302,44660
1447:44574,4967,375,559,2115,9580,2246,34299,28707,3554,49582,14265,57491,29905,17943,11312,7299,4258,51313,60853
1462:289,32067,32389,32589,4025,16288,30022,3804,52225,3751,54582,29997,5961,3615,27297,1494,23983,58529,7989,115106
1468:68775,76477,68953,47265,99779,41080,13748,81511,113048,20433,69034,67632,64593,64385,62443,105323,60271,106353,59715,56932
1476:17254,17,302,29,654,37739,17631,616,58,650,84,1476,76,2200,3234,70,495,542,15,1287
1478:1057,8151,14108,57718,9655,27022,106969,57947,100045,50970,121882,112552,93663,1119,17,1126,1825,2302,908,873
1480:12253,4756,7795,5080,11724,10014,20045,15223,5457,4092,11210,22199,47243,30796,7135,302,654,49,29378,94418
1498:29,20409,361,546,1164,1476,4880,901,1239,3234,1023,495,749,179,690,4268,692,1126,642,2008
1499:289,554,23727,22986,394,1804,4174,530,73,2185,4328,2469,2538,5413,3429,4669,470,1217,1313,294
1507:69654,69027,70251,70192,67004,62041,65075,61831,62780,63528,81175,81660,75559,80592,83769,80900,81101,84600,76940,84552
1513:20311,17,654,616,302,58,542,15,8,861,518,29,84,61,101,650,564,40897,486,1196
1538:32127,3695,8392,36724,45430,4562,22643,26461,36090,37867,98620,20039,18919,2392,49885,36783,5534,17967,84752,41198
1539:22630,86,3017,5514,5929,3163,11406,77095,77217,78281,22581,24710,8291,30801,55572,47859,9996,13136,19987,16006
1547:873,7048,327,481,571,2583,431,4107,30644,9163,7642,6793,2620,80897,17385,21380,9013,26062,17633,37199
1549:591,15583,2158,153,917,16595,20440,302,29,40251,1476,3234,495,5542,2172,490,7841,4025,7243,4374
1553:1953,17,58,616,654,302,101,542,289,518,8,76,29,554,84,483,3795,861,58471,12362
1558:9772,33777,15254,6534,83184,51510,20398,62669,56688,1115,79672,85904,79108,78364,78985,93324,107418,121723,122204,58571
1559:5991,1133,13717,3638,12803,5657,10349,2890,53873,3062,45035,16474,94008,93407,72732,30461,37075,106599,56152,21578
1568:48,1187,1119,239,3855,3,496,2868,54,15242,9717,44716,726,7506,472,4542,1567,14912,594,3046
1571:356,28640,54659,4497,5514,5929,302,11406,49229,25713,69444,63873,52102,59214,117633,101394,42211,23192,76680,100424
1572:9077,803,6157,13273,10507,84869,19719,4018,8130,45068,75285,17196,61548,77404,87268,30324,3298,30772,41019,73225
1574:120698,82857,69817,117482,101954,116281,84536,1671,77833,23198,111727,15034,48732,58801,37521,20380,120072,48303,43703,47361
1601:9019,21905,65631,48130,45200,5148,74087,122510,61040,6590,55521,14944,4299,3915,1100,4966,12602,19979,79582,90765
1624:81627,3757,2944,2831,6765,16949,7463,80990,74127,15703,81044,76169,7938,93288,94024,44279,17429,41154,9980,910
1626:48,1119,496,15242,3046,594,812,9717,40326,51661,19117,326,14912,18256,17245,9558,68261,8896,56229,27861
1631:96536,45628,100803,12786,112543,1518,17,45210,7775,1441,20345,58,4843,15,162,12015,650,13448,12389,81
1633:4173,1676,22726,22373,107281,36454,37032,13233,40187,10960,44813,44895,46954,120136,3943,54908,2876,343,2437,92987
1646:518,26039,88499,54659,26834,26882,1762,431,2937,221,563,2076,2583,931,1800,5157,5655,9691,571,5421
1648:3625,449,380,5581,1510,58,2163,2700,59107,40617,31817,120784,120011,82026,92699,97995,48663,38028,26457,115278
1661:64476,28926,96720,23933,90231,116336,28953,3423,17,76,780,500,262,226,3374,986,302,12727,58,22597
1669:736,39604,96748,5117,4487,11039,2416,98180,91789,29462,83725,57098,30,65997,88948,21592,104083,1362,10391,58829
1671:1140,2024,96,1277,3680,10012,10040,855,1897,23867,30427,1116,109399,115125,107605,40061,8788,105213,89424,10110
1677:12022,641,5742,108842,74810,98184,116973,110405,68903,47288,113937,29203,669,90736,225,15777,104463,60495,56125,7189
1678:60761,633,3142,302,19288,42157,13559,53091,92406,14227,14859,23761,14934,14992,59653,15394,52012,1710,8766,39950
1684:31711,47712,117556,45515,18580,9814,21168,6712,84818,18616,37286,262,34313,46031,5107,53337,18492,15134,6575,17581
1685:449,44726,2918,8648,51169,51376,16631,63801,66820,6666,44951,59709,11353,23460,44454,60346,65073,60737,71258,115180
1698:254,2868,395,7194,90451,27371,262,17934,24672,239,3,4094,67144,36097,46346,2638,89260,2361,726,837
1709:4339,84434,25821,13585,1966,44091,44084,59010,274,97856,54281,51506,50914,50101,45590,43674,43578,42846,38508,37052
1723:10071,12459,120714,12276,31749,111801,82628,111740,40537,35034,46972,98036,58357,80455,36483,105495,95311,97044,14251,962
1728:239,726,395,2868,837,9331,1567,2361,5025,2456,2060,12632,6284,13681,14758,91173,49777,5889,9480,56878
1734:79353,83408,18488,89648,90695,17177,2547,59237,59549,61118,61386,61687,62108,62829,63015,63847,63979,64010,64083,64148
1736:27043,16185,102872,48,302,354,84,1187,654,736,29,616,2162,33825,33830,58,285,866,8,1119
1746:1624,14700,3736,3798,7317,5104,114691,9929,52985,31386,18050,15684,16586,7011,2784,95844,23995,17,42803,42988
1747:54566,55415,62143,63007,1104,15722,1789,5372,7114,47911,50933,52625,37722,94087,94752,37588,66382,118638,98742,120262
1748:19378,18195,24673,7622,311,8759,21479,17002,1547,35717,10883,19660,26340,59613,94724,47933,110156,8239,20281,88227
1752:29097,20711,4934,28682,24187,16514,24738,7149,64940,37322,120705,67790,302,17,245,29,749,3234,495,692
1753:58,112094,27738,73474,554,50599,112343,86436,1804,65943,116721,63904,40348,12314,37929,37208,3754,72901,105663,69107
1759:356,42885,86,236,3730,3163,5929,5553,5514,3028,11406,6953,16210,17672,67028,2930,5925,14603,96005,32825
1765:394,3429,21297,2185,6353,1217,6593,294,4643,1930,4886,21817,3614,6546,56656,7166,9838,9215,28367,81859
1773:1359,16222,16079,14683,13964,12446,3659,46961,107278,47712,47938,48227,69650,72540,72987,55942,57029,59377,107685,797
1793:39929,16188,22159,2882,2660,13994,84865,25018,97051,14798,46771,760,37045,2153,7235,574,2139,13997,36424,4672
