538:5258,10269,1102,302,654,616,354,101,9603,1762,58,76,564,289,5998,15,1589,301,42657,736
539:7409,1039,14202,17,58,654,138,29,518,32,861,61,554,1245,84,289,564,1196,15,1102
564:65,97,709,1891,86763,84,289,1102,76,3234,495,861,239,554,518,650,6,285,322,736
582:1550,616,29,84,518,76,1102,354,138,73,4174,530,2469,6,322,861,162,15,285,301
585:17,185,302,654,84,46483,373,29,35767,616,58,76,1410,245,1099,518,70,94,947,4284
590:2073,11108,654,29,354,101,518,1762,650,239,861,6,76,285,866,1462,70,301,8,736
601:31717,75023,90054,27912,118676,48912,121660,105155,69110,121234,51329,94414,67228,90819,18245,226,1730,48098,48347,3307
618:17,226,76,866,780,25910,64390,262,138,1462,650,8359,97496,616,654,542,302,1444,564,2967
624:17,15450,3915,76,7006,3864,27045,508,1589,27444,3190,49490,78655,6852,83867,18396,74444,96589,5450,4261
627:11539,19731,42376,83175,4671,32661,7334,114599,9594,48502,48524,1077,19207,43169,88610,77531,5512,68399,7088,58992
628:39233,75280,65861,6526,84119,21488,608,74618,24531,113616,75362,69940,47533,72842,117046,89641,85531,121692,56264,117786
632:81,34516,42713,226,13371,931,1276,12090,36681,2967,429,262,986,17,17529,65235,111454,59618,67015,59327
633:1039,58,302,654,289,554,1196,518,1424,591,61,1550,564,902,483,6,1511,15,650,8
634:3423,14250,226,22689,48076,39851,6202,17339,30486,61651,780,262,3137,986,2241,3939,1884,54545,5767,70
646:20382,1995,83724,26210,1913,79374,83231,2638,108047,8993,20524,74629,546,20467,31631,17,20322,101945,3761,73583
666:4510,10192,10981,18920,11681,1337,3034,6563,40086,46142,39399,22374,62184,48042,512,6951,35817,11590,911,21249
667:1405,37653,27886,1086,5156,8527,17,674,65,33745,34427,70640,5577,22740,28002,20732,364,616,245,76
669:2337,94180,42575,53117,14435,92369,104999,111861,103327,24453,46525,94872,13312,122516,77369,11470,94421,113255,2614,34208
678:720,76,1535,901,65,22518,30911,21462,17,84,1102,861,302,654,58,564,542,101,518,8
680:65,559,17,58,616,29,654,650,101,289,554,138,483,6,84,285,15,518,861,8
681:8786,46215,6411,441,16036,4103,1744,2153,719,877,30786,2696,4421,1205,9417,1951,18783,4513,13,76
682:9491,2460,14498,26376,40716,19236,709,44,336,6755,13194,30736,13534,29962,7711,9783,1528,18867,2318,2614
683:71448,112536,97127,45128,69187,669,27552,226,866,5287,50641,49996,98966,71928,34464,112287,66150,24415,118072,62266
684:29161,69720,11470,22890,11984,168,30357,119675,59404,9794,32348,74686,53182,87528,5480,984,10493,58444,62346,86509
715:4671,59850,12861,1753,6394,36991,1547,61368,101827,74696,8392,8867,76824,2543,72609,25188,82049,9435,14375,21966
716:17,56166,70959,302,616,8897,654,58,84,31111,91586,32,2030,43710,650,861,1102,1196,29,33321
741:1803,301,168,8860,22841,86896,55392,105597,984,3592,13460,106310,88647,25473,22033,17810,10292,4792,574,120393
750:559,1382,2369,2200,1217,2059,14129,84361,19963,34508,65199,162,138,354,1102,322,32,15,6,61
754:356,4034,709,8546,2085,101326,18867,17,58,1140,554,101,289,32,616,302,654,542,76,84
756:285,1217,8105,616,84,1476,837,289,1102,3234,495,395,2868,3,1567,101,354,650,301,8
757:17,698,84976,76,564,2139,616,47161,302,84478,45,654,1196,58,25728,27977,285,861,44447,17894
758:19354,15,407,356,15676,1240,1109,4374,10046,70858,79423,46128,17,76,236,1245,37677,94123,10849,111363
763:354,40704,17,29,84,650,289,138,322,591,101,1476,1140,3234,554,239,15,518,736,8
773:28635,17,58120,76,18491,39526,105394,31208,94677,7742,650,1359,302,654,616,101,58,398,1102,22569
774:1245,65,4669,521,116,302,17,289,554,138,518,32,1196,61,564,6,1511,322,650,238
775:559,13070,8683,58,1102,15,518,354,301,101,554,542,6,76,564,285,245,138,787,94
782:7145,1825,103144,29709,1039,71891,9617,26744,654,508,131,302,84,616,119,899,518,301,100244,931
784:5159,14202,17,302,542,518,101,289,508,356,94,162,1023,861,354,29,84,6,1196,76
793:3250,40393,10075,3448,4756,398,13636,116,709,16241,13203,11396,27447,109031,42335,728,35619,3628,15937,14193
803:1119,17,6450,138,3389,84,496,4420,15242,521,5581,7506,1622,302,654,354,10511,1195,70,5268
813:35068,8276,17,616,289,654,101,302,554,1804,61,84,542,6,354,518,364,564,29,650
815:749,654,302,58,542,354,29,76,138,381,861,3137,15,84,61,226,364,518,508,32
817:749,29,1102,58,866,138,495,1476,8,6,616,361,289,518,76,650,285,70,301,736
818:12657,984,5480,2318,7711,11255,463,7235,8860,15624,574,7994,1326,1528,2642,2103,135,9874,4877,72
823:1744,71891,28,14498,21145,94,1382,17,245,36244,1023,301,947,85090,46153,70,64891,710,57607,2028
825:3632,77914,654,518,29,616,1102,58,70,1119,508,94,363,542,322,289,101,650,301,8
833:1410,220,2369,559,6759,2982,1548,17164,3632,58,402,508,999,302,861,301,564,84,1196,8
835:8276,101,58,518,1804,84,654,616,302,530,73,4174,138,356,1102,15,76,542,70,81
838:8066,84808,45281,113566,59054,28371,6344,9412,59120,17077,40170,46541,2715,11855,65469,59116,1902,50887,15131,1784
844:29,354,58,301,76,736,8,518,1762,861,94,1476,6,289,285,182,162,1462,62,70
850:866,354,9482,17,9890,13468,657,546,28379,278,84711,23316,5638,254,654,302,71157,104468,76026,5438
856:364,303,5567,19984,709,18505,13498,598,1101,73474,1958,394,999,138,301,6,162,486,1140,62
857:709,3476,302,289,84,301,495,6,101,861,1102,354,322,162,15,650,518,138,94,8
874:296,932,1696,9617,21145,19669,81912,302,518,29,508,58,119,101,787,301,364,84,3233,999
891:361,254,17,7194,17934,302,654,354,2638,112071,22134,4932,88980,81900,138,84,29,1102,76,58
899:5567,709,1815,10930,1410,17,654,827,616,1382,94,302,518,542,15,84,327,58,1744,1002
900:2447,3829,16155,8209,24211,4126,31369,5598,3180,13388,10342,25504,3634,15395,94192,398,37386,14964,17,29808
911:43400,87631,16701,54338,7981,20416,20836,4427,76,35657,121921,37143,119249,2139,42870,24467,21835,13896,4586,302
918:2917,17,327,58,361,94,654,302,84,3250,15,1023,616,518,650,656,866,226,736,8
925:17,302,654,58,84,93298,616,13901,564,370,29,76,1102,354,289,6,3661,518,48437,8
926:116,19963,7973,302,58,354,239,84,6,3234,3,495,162,1140,861,1550,1102,322,2030,518
937:3915,776,61146,3485,23122,518,302,654,616,1119,58,354,138,542,564,29,70,947,875,736
949:1790,2068,70,226,17,5398,1023,301,2704,353,1539,1002,1462,1382,10695,4292,76,947,375,81
964:2403,3207,970,9490,17,947,10046,33639,8871,43335,32558,9159,7817,20167,5108,17596,1065,1002,44463,51008
970:5998,14636,2656,83571,9093,8,50946,4300,36227,39096,72675,74278,75359,84,32906,5010,4613,3535,45359,60987
977:1217,709,6957,11154,17,554,518,29,449,1804,239,354,394,15,61,322,285,364,650,162
981:4513,1002,1340,3618,6315,14955,1744,710,10426,1757,4696,4715,29311,13881,3506,4856,4421,18783,12139,2715
982:17,2162,1119,875,84,11995,302,85902,6450,496,15242,7506,812,16219,354,2935,301,654,70,69057
984:15,1217,1109,4268,709,395,1572,21899,17,14521,92295,23160,68818,45615,29,654,616,11369,57642,75316
992:2068,17,226,3137,780,245,508,986,3939,15992,76,2967,70,564,441,302,1065,3423,1884,8511
993:18057,29,654,84,354,361,1102,41847,58,749,138,899,518,616,76,224,1462,226,301,736
998:6573,17,302,616,84,654,58,29,650,138,61,1535,1102,15,542,354,564,6,101,301
1000:65,3233,709,14202,17,58,84,29,1102,356,354,162,101,902,861,542,61,6,518,301
1007:356,116,709,29,654,17,554,289,3234,495,1424,101,1140,84,6,564,138,1196,354,224
1027:168,9417,2103,9874,3211,1740,1400,2632,16305,1013,4792,3709,5953,1147,14593,7235,10267,661,2318,4877
1028:17,302,1762,518,354,58,616,301,29,2570,6,15,650,101,564,138,861,289,322,94
1044:1874,4288,17,84,302,654,58,616,17307,1362,30,13832,40886,49796,69907,29,61,285,301,8
1045:356,65,559,58,17,94,84,518,542,1476,508,861,101,289,6,354,1102,2030,301,8
1049:76,40,564,2139,17,101626,22955,104010,46663,3838,5287,43728,10048,826,62950,262,116211,28261,15598,81
1068:13853,8928,73569,17,1002,441,6315,710,1256,32062,33762,100110,74650,93092,2715,30600,39925,60140,4513,3506
1069:1187,875,749,1217,14202,28684,654,29,84,138,101,554,1119,301,1102,322,518,76,6,70
1070:1405,93265,5553,18315,32743,56,58,17,616,2469,518,6,84,32,15,861,1102,542,322,301
1082:15141,84,101,1102,301,518,650,138,6,239,1476,726,394,162,285,322,866,15,542,1196
1083:1034,45686,3888,13829,62335,87395,30459,71491,75042,10288,12442,3297,650,2668,2908,53428,16272,8272,23414,3278
1088:12442,3642,23266,119,10046,6809,2982,33777,15383,18604,13337,9772,15254,21949,39505,9885,564,17,16505,31515
1094:1039,16319,29,58,616,301,736,508,6,61,554,32,1023,899,363,322,285,364,70,787
1116:65,76,302,78338,654,866,60906,122697,931,61065,103603,7726,29053,63931,58175,44931,60722,361,224,13929
1121:17,99297,63725,46256,70332,11017,9120,74826,6715,31244,17669,15167,25601,19122,654,302,1578,58,35863,49276
1125:84,278,1039,829,3191,2982,58,654,302,94,138,61,616,1102,542,364,363,76,564,32
1127:20505,65,1703,427,17,302,101,58,1382,2937,616,45419,654,84,542,6,2193,48574,301,8
1132:17,3304,861,2200,22315,302,591,58,654,2429,1152,1521,1424,402,394,245,650,642,508,787
1133:3476,497,14202,354,1102,518,301,1023,15,554,101,899,508,32,861,650,76,322,61,8
1140:58,302,616,29,289,15,518,542,101,239,84,564,1102,76,363,61,322,902,356,62
1141:17,9594,74982,88876,4671,14259,5512,75835,327,82205,48244,19411,1382,7392,787,1119,7468,11539,31944,53944
1148:99113,99417,44600,110419,641,92056,12586,71197,25380,106752,12670,40934,77606,2946,61787,17,87862,11977,89979,72343
1153:26460,6968,17,1102,654,58,518,616,29,289,3234,15,554,238,354,138,542,6,902,301
1163:1097,13523,42693,93420,5869,63988,23323,17985,3754,36149,76693,56536,112343,7064,30463,74916,41841,73368,73474,94888
1166:17,5117,353,4268,518,103,2115,131,61,4422,508,1382,32,15,1405,542,616,999,774,1126
1172:889,7984,56962,24429,616,302,58,1287,17,1109,12066,65,518,103,327,654,76,15,656,1405
1192:58,17,302,616,1102,29,101,542,518,554,138,6,322,861,162,564,364,650,301,8
1204:302,17,29,654,58,616,15,322,61,3234,495,7827,1476,245,6,542,354,84,301,3632
1208:17,302,58,162,239,654,616,395,3,8946,726,5025,837,29,861,15,285,650,1550,301
1209:28541,1218,76,168,1382,2140,719,17,94,8011,661,1081,1326,8860,1147,463,5480,564,840,698
1234:38251,168,2103,719,1400,574,8860,9874,5235,10778,11255,15949,1147,1740,9417,72,2632,661,984,463
1236:65,17,83053,54784,83998,89469,100873,62262,82240,61131,4852,8673,94532,32798,14718,2055,78751,47614,64766,3196
1245:65,1187,2162,84,302,654,875,947,354,496,131,873,616,58,4364,1102,70,301,736,8
1263:1384,8683,302,58,17,861,84,322,650,3234,495,591,32,1140,1102,285,542,1196,518,859
1267:46721,73,1960,6837,19300,22723,29552,490,6485,1567,2868,114483,1204,69014,13293,2200,17220,1614,3426,41831
1269:4021,4755,3107,7859,11725,16519,8225,14401,2880,21771,5624,8848,6434,189,1352,12990,19596,24581,7831,23191
1288:67016,1017,34083,109663,94291,122173,114791,73561,35152,87616,95607,63750,692,93519,52601,52295,43757,117489,398,8877
1295:15,6759,1155,22606,8730,1719,616,101,518,554,1140,861,76,542,6,1196,322,61,564,301
1296:709,17,29,654,58,1462,84,861,591,1476,3234,495,650,354,1102,76,6,363,518,8
1302:709,17,616,302,654,1196,650,542,289,101,554,162,1140,285,15,76,861,29,6,322
1305:28,17,84,302,58,861,29,239,322,3,726,591,354,6,542,61,162,2618,518,8
1342:84,518,17,88233,302,51939,1102,72675,616,39096,58,22441,654,564,902,5998,101,104005,74278,6212
1382:11243,17,84,654,2200,302,1102,616,518,5112,899,1119,327,76,354,245,564,131,70,947
1389:75115,61636,56417,40853,36171,33995,95032,85140,4245,15025,99887,46458,120740,518,109872,109043,71576,94835,4540,121404
1391:26376,104871,66418,89015,121315,38549,26434,3334,117259,96933,29931,82242,94640,99492,85290,113286,82510,42191,97434,95998
1397:81,140,986,2379,98886,3910,2967,1749,3819,55253,12589,226,22871,1884,27338,17071,11772,54073,34202,19095
1402:302,616,84,58,1102,354,138,6,48,591,239,650,322,289,518,76,1196,486,301,8
1405:4697,24722,92558,96890,15022,1323,106442,3307,90549,89592,89089,16337,16524,114950,86152,48347,103265,53078,55473,88940
1407:1324,302,17,486,58,542,495,1196,616,766,285,654,2687,2193,29,43013,6137,84,1403,650
1408:17,6400,44991,72987,97909,121132,46573,35418,17273,59767,10810,26321,93465,302,84,1359,518,96327,51320,109469
1409:179,387,908,354,101,616,138,8,1476,554,3234,495,356,73,1804,1762,6,322,285,70
1412:2013,17,302,654,48428,106865,84,46909,58,5581,521,449,1462,354,616,866,29,70,109407,67693
1413:116,3250,1476,6,15,289,101,285,322,4025,239,162,394,861,542,62,32,364,787,736
1418:1405,1684,654,289,138,861,15,554,76,239,94,285,322,363,542,902,564,650,61,736
1419:4755,7880,11725,8225,3172,4825,7831,14401,16519,35625,6434,4568,19390,8848,1712,24581,12990,5624,19596,23191
1420:179,302,654,1187,354,29,1762,58,70,633,61157,866,518,361,616,289,6,947,736,8
1427:1344,4187,3476,3159,14202,10856,427,18867,4203,554,29,17,301,15,61,518,84,564,1196,354
1430:58,1196,3057,6346,766,4522,2657,24893,17,591,654,302,49420,17443,79080,85708,63341,76,84,518
1431:285,58,654,1476,726,84,6,1102,616,495,3234,3,1567,554,162,322,76,518,301,8
1435:1930,967,302,58,616,289,29,101,61,394,138,508,354,364,84,6,322,1196,564,787
1437:698,650,17,2069,76,40552,564,9043,10154,2630,6303,108688,4919,3847,2481,2139,236,986,226,70
1441:6559,52711,67843,111336,11713,80319,25679,6745,3307,17956,99349,30328,23529,94001,90179,95475,77710,52696,19443,104761
1447:18867,17,3233,518,5567,616,4967,1382,9580,559,2200,2121,1126,654,84,302,15,372,70,131
1448:100488,118605,77410,42095,68952,46690,13895,8153,6559,88402,431,1002,17,1887,44862,2548,11973,57889,33176,23365
1457:322,17,4013,302,616,50248,28104,15836,58,24720,49683,50458,39645,76293,40538,39649,654,15,542,650
1458:15,17,14330,10520,11522,302,616,58,402,1023,508,165,999,101,554,2030,84,486,2200,3313
1469:12259,32741,302,58,616,394,84,289,354,3429,101,1102,76,6,861,162,518,138,1196,301
1477:6527,22136,17,571,633,947,1119,327,94,4604,82704,245,84,654,302,899,518,48,301,736
1486:168,8783,17622,5357,39207,76,57525,719,45287,34436,21726,119735,76354,30263,14147,4146,6117,26077,10692,984
1490:65,10973,17,866,67794,18592,302,67389,114624,546,76,654,301,254,58,354,616,226,4292,21693
1491:302,58,654,616,239,650,16127,285,84,40538,495,1476,3234,726,542,162,6,1102,301,736
1500:1196,2101,5103,58,302,84,518,15,861,2714,554,354,787,245,32,61,364,29,564,1102
1503:454,654,58,239,354,1476,616,1762,8,495,3234,726,3,101,289,650,15,322,301,736
1517:95964,111233,95331,80218,27097,100457,33420,26820,33573,74316,99974,84230,119772,72329,46054,74507,99978,88139,112722,114309
1518:65,59816,72675,39096,17,69046,7315,4755,84,122282,59671,116972,80448,60494,9093,2880,3107,100326,109045,1527
1535:236,14750,9230,356,1912,299,116,43517,1614,28505,3841,24676,4724,568,6673,4642,1089,5575,27465,14155
1551:8276,616,354,1476,518,3234,650,554,162,4174,1762,726,3,1140,15,363,866,542,8,736
1552:29723,19245,10906,15294,89980,110189,8892,13992,54372,51852,13380,77861,22340,9095,13790,32929,119462,119876,28732,82490
1553:518,8683,17,58,654,302,616,542,76,1953,101,289,483,84,861,61,29,564,999,8
1559:5991,302,654,29,616,289,6,239,354,101,1140,1476,1102,15,84,76,322,861,363,62
1560:3297,27251,10323,85755,17164,58,17,518,15,554,1511,861,61,302,402,564,364,103,84,301
1561:1023,902,813,97,4174,3213,11720,6809,2816,210,19984,2588,41961,1511,616,58,17,542,8868,9617
1562:709,5465,6809,654,29,1102,289,616,138,101,554,508,15,564,650,518,6,70,8,736
1569:986,81,226,46621,61052,34829,96768,2967,3756,109858,37445,22823,62843,82924,84606,2379,91130,69468,69860,14720
1570:18835,17,27705,302,7905,101991,654,84,22885,32205,63512,54038,43893,518,616,58,6,29,1102,17123
1588:3886,91208,97112,80185,46420,109588,50311,84,41429,53,10092,17,48,155,899,1187,1119,302,301,947
1589:42489,86063,1217,654,58,354,84,1102,15,94,1023,650,138,899,518,361,616,6,322,32
1591:69776,62108,35798,1506,17,302,654,76,616,58,8,866,84,29,650,81,70,564,518,224
1601:3841,749,9019,17,74087,122510,5148,6590,899,65631,564,302,76,654,1102,1119,61040,55521,14944,736
1602:16056,185,17,1065,518,1744,1987,15,131,472,496,354,508,32,3521,1382,616,84,302,947
1629:1410,119,559,1039,518,17,616,61,302,138,654,15,84,32,58,76,1511,103,787,8
1634:9662,8337,10783,80190,28136,83050,26131,15180,111449,42089,13782,9095,57108,2265,39464,103647,121578,79654,121295,862
1642:302,654,58,1102,518,289,101,301,354,356,861,554,138,94,542,6,245,1511,650,8
1653:23813,17,58,302,101,616,654,84,8,29,554,1804,564,1102,542,76,861,6,650,736
1654:25164,8105,9789,302,101,84,29,1102,322,554,518,94,542,650,1196,364,32,564,138,8
1655:1009,16514,654,289,29,8,138,354,15,1424,726,3,5998,162,542,285,76,650,902,736
1668:6855,15522,43182,143,29,616,289,15,84,239,1476,354,554,162,363,861,650,1102,1196,518
1681:518,3915,17,29,84,58,866,301,1102,6494,58746,138,1023,32,616,15,6,650,289,8
1703:650,116,20192,7312,709,1119,302,84,654,32,518,354,363,65,2789,70,301,947,6450,736
1721:34700,119968,245,302,15,654,17,61,58,4967,616,94,4268,289,131,103,1471,301,226,42441
1727:5315,68712,17,58230,654,616,44516,58,86183,21877,302,66593,84,44336,67482,861,650,1102,72475,77109
1728:302,58,239,84,354,726,1102,616,395,2868,1567,837,3234,1476,6,322,866,138,301,736
1745:17,94008,75934,37075,10990,108239,44295,6020,17986,110033,72732,9501,106599,117945,28,93407,1287,69530,93561,302
1746:101,17,302,616,654,58,285,542,650,1624,837,44176,29,289,902,15,1140,61,518,8
1751:19552,54638,51158,427,14202,84,206,32771,24428,93341,31573,6085,66490,19411,13257,77171,327,14259,947,8
1756:8,7535,654,15,542,2537,944,493,568,13681,2338,803,1180,179,12601,153,322,5553,1920,3347
1758:1220,17,302,616,650,654,394,1196,542,827,1550,402,162,1140,58,518,6,8873,76,861
1761:25716,19433,42190,66480,23824,30210,45169,119401,70173,101433,49421,6379,103292,93236,87838,10904,34319,93632,94836,13895
1767:1187,84,354,58,1119,1102,70,875,866,1476,3234,495,138,616,361,301,285,94,736,8
1779:1674,37843,93631,86913,103533,65741,67185,8635,17395,2265,2935,1913,1468,1119,4456,2266,3307,5287,93097,56748
1780:88524,13960,1675,49329,102096,48208,10404,9354,120791,104391,32351,10246,68717,119320,72271,64,32648,67574,1772,3041
1783:7407,17,58,302,861,162,518,650,84,1424,109988,15,76,29,6,394,1102,542,8,736
1787:1217,19442,616,518,29,354,101,289,15,138,32,1196,6,76,564,61,363,902,285,301
1788:2967,2379,140,2241,1884,14906,780,1888,18777,2345,29732,18448,5860,3137,3819,731,8511,22597,2204,500
1794:427,1832,1930,17,654,616,245,402,15,508,58,32,518,564,302,101,1196,861,76,1403
1796:2166,2770,10012,654,29,84,1804,301,650,73,530,239,861,361,1102,15,138,285,542,8
1803:709,17,654,58,616,302,394,94,508,32,2185,76,84,29,15,518,6,564,554,301
1820:65,23191,10041,1352,2880,189,6434,7880,5624,1206,6601,1923,7859,10687,1712,8848,7831,17,7457,20806
1821:2302,2770,14202,17,5117,84,61,518,1102,302,654,542,4268,101,58,15,616,364,32,94
1822:2976,3476,10560,6957,616,17,58,654,32,861,162,354,402,138,302,1196,61,289,518,8
