1133:15,518,61,8,101,354,861,32,1511,1102
1140:616,58,542,302,15,1511,61,29,4904,518
1141:26169,75835,74982,88876,16029,47833,99441,25287,48958,1533
1148:89979,72343,99417,99113,25380,44600,71197,87862,77606,11977
1153:616,58,654,17,518,861,542,1102,1511,554
1163:17,302,654,76,616,58,8,866,84,29
1166:27281,103,5119,38,131,1708,61,33639,5699,5117
1172:616,15,364,58,4668,68124,1511,61,1196,80399
1192:616,58,542,302,861,518,61,17,101,29
1204:61,15,616,654,322,3632,245,94,58,6923
1208:58,7737,24400,59146,4904,654,162,40590,3101,27186
1209:11859,2402,95225,9116,74894,38251,21031,61706,31841,23693
1234:89557,69910,74456,29331,113092,108641,25393,16670,2402,3882
1236:80258,79535,54784,8814,8383,114574,106148,103708,86544,28055
1245:1187,2162,875,111440,16908,26351,31317,50222,67123,107597
1263:58,302,542,861,322,518,17,1196,32,1511
1267:41831,114483,13293,69014,118417,94894,542,616,364,91041
1269:3107,4755,11725,5624,8848,24581,7859,16519,2880,6434
1288:67016,1017,73561,94291,35152,34083,114791,63750,43757,58322
1295:616,542,15,104609,77201,518,861,101,61,6
1296:654,58,29,650,17,542,518,84,1102,861
1302:616,542,15,654,1196,1511,302,861,554,1403
1305:302,58,542,29,84,8,518,322,861,6
1342:72675,39096,88233,59184,518,84,6212,115742,109045,33801
1382:1405,1987,245,5112,2200,9019,1382,80399,63472,787
1389:75115,61636,40853,121404,120740,111950,109872,109043,99887,99420
1391:26376,66418,85290,53443,86377,121315,3478,116965,42191,18589
1397:98886,27338,140,31940,1749,2379,96086,97972,9780,39232
1402:616,302,58,61,518,1511,322,101,486,6
1405:24722,96890,92558,4697,17,302,654,76,616,58
1407:443,10654,23939,293,71695,67378,59548,58334,56169,55360
1408:51320,59767,6400,121132,72987,109469,46573,93465,97909,35418
1409:616,354,8,138,542,15,101,61,861,6
1412:48428,67693,106865,109407,19007,46909,40572,46963,1462,37882
1413:15,542,861,6,101,736,289,162,364,1511
1418:654,15,542,61,289,650,787,1405,138,94
1419:7880,4755,12990,5624,8848,11725,6434,7831,16519,3172
1420:654,302,58,616,354,518,736,101,8,29
1427:15,61,518,554,17,8,1403,1196,84,103
1430:24893,49420,79080,3179,13520,27644,35820,48104,55008,88509
1431:654,58,616,542,15,518,861,6,84,8
1435:61,616,364,58,302,1403,101,1196,289,999
1437:122154,34898,52934,14997,75498,40552,88127,84017,39718,47046
1441:67843,6559,83268,80319,79329,77710,76489,75117,74070,71697
1447:57228,68630,101442,92714,73294,31898,3382,27477,54100,40515
1448:46690,77410,68952,42095,121399,118605,100488,1529,88402,54487
1457:4013,52964,72606,8559,32076,15140,40970,109119,83818,91322
1458:18166,65707,3932,15,30824,80717,69806,73563,555,71472
1469:616,58,542,302,861,61,6,1511,84,1196
1477:82704,69884,13559,33114,245,26557,29801,100026,98594,92406
1486:79138,82319,34436,76354,39207,57525,8783,80241,81015,91530
1490:114624,67389,18592,47949,67794,21693,54884,77531,114599,19259
1491:616,58,654,542,302,15,61,861,6,1511
1500:15,58,861,518,302,61,84,1511,2714,554
1503:654,616,58,542,8,15,101,650,861,61
1517:123071,121719,119772,117506,115068,114309,113231,112722,105147,104345
1518:100326,69046,109045,59816,78520,72675,47175,115742,33801,83938
1535:64857,54154,54760,58,542,78188,52748,654,302,15938
1551:616,542,15,518,61,650,8,162,354,554
1552:19245,13790,77861,28732,32929,29723,54787,59834,62237,62937
1553:19170,59697,59470,58746,87455,76429,73198,62178,50488,49880
1559:616,654,302,15,29,6,861,61,322,518
1560:15,61,1511,518,58,103,10989,861,902,364
1561:616,542,1511,15,58,518,61,902,4904,999
1562:654,616,542,15,29,518,650,1102,138,289
1569:61052,69468,98585,37524,105339,47644,63922,55661,82924,71977
1570:93742,67938,89164,78207,48780,39601,17123,68040,101250,101923
1588:97112,91208,80185,46420,50311,10092,109588,94024,81627,76169
1589:60940,56933,42489,109221,35931,654,15,58,518,84
1591:69776,62108,17,302,654,76,616,58,8,866
1601:74087,61040,9019,5148,122510,74836,61582,67274,76301,65631
1602:62633,68957,59790,58299,58548,53329,56741,68652,55083,48070
1629:15,61,1511,518,32,103,616,1196,554,1405
1634:8337,85642,71328,28136,13782,80190,4147,83050,105489,86259
1642:654,58,518,542,302,861,101,6,1511,8
1653:616,58,101,654,542,554,364,861,8,61
1654:302,542,518,84,29,101,322,8,32,95034
1655:654,15,542,8,289,29,1196,1511,902,650
1668:616,15,861,29,554,1511,518,1196,32,84
1681:58746,59697,59470,1627,50444,1953,18780,3807,84526,40438
1703:1119,84,302,15,16637,2789,6450,654,518,58
1721:1019,2144,42987,83702,46889,34700,119968,16275,33740,73545
1727:72475,44516,86183,66593,21877,58230,68712,44336,67482,77109
1728:302,58,84,616,1102,354,6,542,518,15
1745:17986,23083,78724,33360,34110,6020,69530,97458,101245,102015
1746:112237,71832,30624,7619,81758,60938,67547,44176,33821,542
1751:72313,77171,77962,24351,123343,75656,32771,114843,40315,57144
1756:1733,616,8,302,1102,654,121551,77980,47992,14383
1758:616,542,1196,15,302,58,1511,364,650,8
1761:25716,119401,30210,45169,70173,66480,103292,94836,42190,34553
1767:58,84,616,354,1187,518,15,6,8,1102
1779:1674,37843,86913,93097,93631,103533,56748,65741,67185,17395
1780:13960,72271,88524,48208,32648,67574,119320,118834,104391,120196
1783:58,542,302,44157,861,73060,61271,58377,75277,65035
1787:616,518,15,61,101,554,32,1196,103,29
1788:140,14906,8511,22597,18777,29732,18448,8667,16350,32347
1794:15,616,32,1196,245,1403,518,999,402,554
1796:654,542,15,61,84,861,8,29,1196,32
1803:616,542,654,58,15,29,302,32,17,8
1820:10041,23191,5624,6434,2880,1352,7831,10687,20806,8848
1821:27833,5119,27281,39992,32684,28699,63846,66416,66658,101567
1822:616,58,302,654,518,1511,61,32,1196,861
1823:84,542,6,15,17,61,289,1140,554,650
1840:616,542,61,861,354,1511,53157,650,902,736
1841:39242,23239,15604,28658,2402,2226,49564,25393,42178,9457
1842:616,58,542,302,861,15,17,84,518,554
1850:54048,54202,110501,104608,87706,16603,101309,76259,44448,79625
1853:69177,35893,38570,92714,58668,48049,74469,9338,40306,91265
1854:542,654,364,302,861,23929,5680,32,6,1196
1862:302,66382,616,2392,37588,76150,47911,542,80573,37722
1880:875,4420,32909,42527,49601,52177,81921,82614,105633,107083
1883:58,542,654,302,518,1511,32,8,61,101
1890:7795,4203,18017,117968,119296,10014,11621,3448,37212,14750
1891:654,54603,29,302,62720,62583,62301,57786,50158,48441
1893:616,58,1511,61,15,654,861,364,302,1403
1894:616,542,63472,80399,654,15,45271,58,105348,113462
1911:29727,53100,22665,87848,109978,45897,91907,106596,92332,5466
1912:518,302,616,8,650,654,138,58,1762,101
1913:5662,66665,46734,73833,44682,59186,4746,67123,15897,80229
1930:24752,5111,5627,27094,197,71607,33763,7160,17577,26551
1932:37860,79883,106225,45175,11220,77993,76116,69000,91791,32351
1950:15,542,61,861,554,162,32,1511,301,364
1951:18044,31609,50431,14891,1360,8191,56527,94010,93035,92468
1952:616,542,17,861,162,84,6,15,1102,61
2005:542,15,1196,302,61,518,1511,101,6,554
2017:101380,123006,44039,58208,107733,11246,47586,23213,13894,17
2025:48829,94152,35948,32452,27662,61580,72536,73796,75927,78541
2030:79869,12909,48917,71472,39226,17901,6271,59359,80717,3374
2034:57937,22904,75592,119487,75097,25014,116326,8133,84200,37061
2038:106150,46978,88527,12222,17257,72441,76002,76166,12446,65121
2046:91537,61664,38488,111815,93654,27296,40137,11199,57773,62845
2058:121818,17944,12597,48197,88234,43327,87205,105988,84615,71705
2068:83692,27281,15,245,12933,18421,616,542,1511,67753
2070:13580,121551,102226,100112,77980,14383,27866,47992,84,101
2071:77288,616,51089,80103,95035,22172,61723,47434,518,61328
2072:518,302,654,1102,2162,616,875,101,118777,736
2074:77317,75269,60630,62936,61226,112504,73889,63529,73279,63455
2075:15,542,654,61,75650,302,245,73493,8,554
2076:17,302,654,76,616,58,8,866,84,29
2077:518,17,654,616,15,58,1102,101,32,736
2080:542,654,861,58,518,15,1196,6,101,61
2085:9755,79463,8054,121725,31517,89092,90907,73617,72535,60035
2097:616,32678,15,83692,999,61,30578,90093,70006,654
2112:5480,79677,39325,1944,78781,67480,984,7180,711,19024
2115:3233,616,22827,999,103,6278,71781,61,542,1405
2116:1187,64792,63401,63022,62091,61674,60602,60206,52428,69075
2123:17,899,48,654,616,1102,58,518,4420,29
2135:50542,67319,74066,34988,78984,21331,20051,86334,7532,123286
2141:65080,64193,86216,41420,12452,16562,25292,42272,9121,90907
2147:12673,109031,42335,728,35619,23833,9650,61515,24718,97273
2154:25393,3882,38251,11859,22395,56380,9457,28466,14662,35363
2160:861,554,15,302,17,31019,518,32199,3160,12440
2162:7118,109940,58298,83245,5480,1400,38251,2103,7711,801
2170:542,15,1511,58,61,902,3101,364,1403,302
2177:46328,12176,4009,459,22279,14431,40192,41317,42075,42886
2184:14965,58,616,6,542,61,84,322,861,1102
2185:542,1511,616,364,93732,92894,92630,87412,69194,64318
2187:17,302,654,76,616,58,8,866,84,29
2211:62500,44173,82813,101523,5111,14793,27094,197,27070,15772
2223:19404,23522,25619,25860,36906,47973,50688,56074,58968,61181
2243:245,15,32,77219,518,1987,65061,34105,56800,61
2244:616,58,542,654,302,101,518,61,1403,902
2247:11447,12575,40390,20628,24968,3249,27293,3657,30860,11209
2250:49715,122116,99751,82522,71709,47112,36528,89865,62551,23527
2253:13544,8667,22597,5103,47644,2241,2204,37524,630,3718
2260:17,302,654,76,616,58,8,866,84,29
2261:616,15,654,58,542,302,32,61,101,902
2262:17,302,654,76,616,58,8,866,84,29
2290:542,15,554,518,29,650,61,6,902,32
2291:616,17,542,15,29,162,84,518,554,6
2293:72675,59816,59184,939,19925,69046,60987,41288,45359,107736
2301:85441,83587,82540,80229,78089,75910,72642,67245,65970,65573
2302:16229,39395,33882,70923,63084,15642,115530,112229,112044,103752
2304:984,34589,37935,11859,28352,5480,2161,3709,1081,10267
2318:15,654,61,101,84,554,289,29,486,1102
2325:84,8,899,302,654,131,736,48,875,1606
2335:616,15,302,654,34571,6446,58254,17,542,518
2343:106917,21567,85128,11856,73935,13519,61599,62114,11298,35287
2346:70,138,1462,1535,1884,124,1023,354,17,616
2347:2186,100785,60378,61830,65926,115352,67674,114853,70516,74217
2348:654,616,302,58,15,542,61,6,17,24402
2362:17,302,654,76,616,58,8,866,84,29
2363:616,302,15,61,542,101,861,17,322,1140
2364:302,616,861,101,518,15,650,29,84,322
2369:37386,17198,44660,25499,25978,94192,24919,13388,22703,3180
2373:84,17,616,101,654,58,1102,302,542,289
2381:58,616,654,302,542,15,61,29,518,861
2382:51565,119196,118689,58168,84473,59383,67998,72769,41171,18133
2384:4420,6945,1119,4299,10511,2935,109,25921,7506,1195
2385:58,616,29,302,861,542,1476,17,1102,84
2392:17,302,654,76,616,58,8,866,84,29
2393:616,542,15,58,654,108197,32226,39885,57818,508
2394:542,15,616,1511,84,787,654,101,58,302
2395:616,15,61,17,84,1140,101,289,1511,1102
2399:45956,26567,26312,25479,47516,57773,1023,42944,122004,116890
2405:1511,15,542,1196,58,518,1403,654,32,101
2407:70129,52534,33506,23575,44133,51514,43698,81375,89103,91919
2408:302,654,84,58,1102,354,616,29,8,301
2419:44167,45042,71231,6619,17224,49630,51274,53260,55081,56011
2429:40846,26723,41383,57360,63236,64603,80828,94832,99141,117166
2447:29,84,1102,542,6,101,15,289,8,518
2452:95533,20575,12832,2282,25216,77590,24481,35268,30791,27927
2453:29657,71417,23740,123316,2283,110105,68631,50818,50572,4535
2454:3107,80984,7880,1527,6434,5624,12990,41867,15608,87930
2456:616,58,17,542,650,29,15,289,84,518
2461:542,61,1511,518,1196,101,6,29,554,289
2464:654,354,58,616,8,301,518,736,650,99128
2465:58,15,7768,84,616,542,518,1102,354,8
2469:61,542,616,518,245,58,302,32,27281,103
2489:110844,110250,81258,9074,78781,76917,1944,67480,168,801
2491:2319,17,302,654,76,616,58,8,866,84
2499:58941,73474,51765,81553,103105,92989,1274,15250,56628,58110
2500:80912,82872,12088,77912,85931,23709,93981,68281,94692,66834
2501:22827,21494,93098,92521,71781,56559,6278,52681,7620,15699
2505:654,616,58,6,15,542,61,518,289,17
2510:30139,40898,119926,23902,3650,30152,111184,115273,2613,61999
2515:37186,49637,99185,77968,120502,97569,27799,117138,119303,67506
2518:64518,18875,65769,109498,50964,116853,56946,48560,63861,10998
2520:15,32,616,542,1511,85488,12183,58,91943,26325
2521:518,60356,62591,63688,66601,38559,23721,71202,17792,16471
2524:302,654,105890,79415,58,616,17,98980,89625,33637
2536:542,15,1511,1196,364,518,4904,302,554,32
2541:15,58,654,302,518,861,61,8,32,1196
2547:27535,47572,47122,44897,43717,60864,41872,41500,1576,28889
2553:10161,115192,81086,72940,113723,111833,52576,53064,59841,56308
2558:15604,2226,39242,52216,59307,49564,67480,46918,2161,26643
2560:616,15,58,1511,554,861,84,787,289,101
2563:15,58,1511,861,654,302,486,999,84,902
2573:616,58,861,518,29,6,554,101,8,1511
2591:861,616,58,542,654,1511,238,642,302,80288
2596:18851,31938,9906,35589,5343,30301,19233,21929,6511,46855
2597:780,3423,5767,3137,731,140,2241,7211,262,1749
2601:36266,110991,607,31368,77531,41261,58992,114599,11855,4625
2604:528,61966,60571,60367,59191,86054,58257,74051,68457,86149
2611:12488,30859,84,18176,6554,1119,354,58,654,518
2612:542,15,861,58,554,654,999,518,302,103
2615:542,61,518,861,8,364,245,554,84,101
2625:2714,2403,13706,14290,33465,58569,64301,120196,119320,95000
2626:616,302,84,518,861,6,162,101,285,554
2634:25082,77334,42194,61090,58778,100287,85881,83929,69473,72608
2636:654,58,84,15,616,29,650,8,736,354
2639:72710,89595,115669,50744,35688,26621,7182,37505,110821,21196
2650:75058,17731,13766,97607,33609,86115,78642,27288,72477,88022
2661:69252,51759,33790,115785,83649,84007,80081,94661,96152,93018
2663:59567,23348,23704,41242,59825,60884,68791,70785,90263,115958
2666:58,97569,616,1511,542,861,1196,27799,67506,23233
2676:12821,85541,122591,120427,84389,83180,43370,40783,98250,94649
2689:15,616,61,58,542,32,364,1511,31317,50222
2693:3419,118736,790,21813,42901,77382,24174,24141,88166,10567
2708:15,616,75906,75362,53447,58,542,2682,87698,85531
2709:39992,71472,29189,13387,555,59359,27833,79842,61261,27281
2713:53748,77478,114298,57578,115946,40590,783,16638,55527,70656
2715:3882,984,7404,14662,18240,5557,11859,39242,15604,1400
2716:16542,118672,17893,56430,58632,76547,21085,39253,39336,74051
2727:616,15,58,29,6,61,84,101,1102,65413
2730:39992,15,542,45528,23886,5133,616,79534,80008,75785
2731:616,29,84,542,354,8,861,518,101,1102
2734:48443,3693,39034,20119,3203,16390,564,105979,105489,106161
2735:12990,3107,26749,8848,3328,1527,11725,3172,24581,4825
2737:33585,38152,40488,17,42701,654,61,302,1023,4005
2745:1165,27275,8427,93525,91723,69664,91025,90626,90106,70119
2746:20922,13987,7687,22338,5595,13137,32863,38773,16151,27209
2748:15579,63472,80399,83084,45271,122986,113462,105348,82912,2649
2756:616,54410,302,654,114,58,650,29535,12965,54317
2760:542,29,15,84,861,6,1102,650,518,554
2776:17,302,654,76,616,58,8,866,84,29
2799:29280,16141,17394,12642,18774,26890,33204,40700,48543,10257
2802:79262,34914,2594,11436,27163,27450,29104,36693,42271,53525
2803:2595,2074,88529,94755,97817,33572,11718,19829,14237,670
2804:50218,654,32,616,15,17,89940,89864,85658,85311
2805:92682,91930,91403,90531,89646,87078,85830,82931,82914,79592
2812:654,302,8,861,289,101,542,15,61,902
2815:117804,70462,35976,63658,58387,30976,39999,57282,62252,3438
2827:8964,62155,17390,13510,19691,64982,17111,17432,112708,33436
2831:654,43202,53740,58,84,8,29,15,542,101
2846:616,654,15,542,518,302,101,6,61,84
2848:616,654,15,554,32,61,518,861,17,289
2853:18850,86461,83814,89994,84210,62238,12631,16962,15971,75173
2854:35144,1119,67390,73386,28946,30382,6945,84856,27572,57236
2857:32635,66331,23566,37782,9308,44403,51034,12123,102445,104832
2858:15,542,6,101,84,17,61,1102,29,289
2861:8239,59613,94724,121904,88227,47933,110156,20281,49328,48564
2871:189,117166,57360,80828,63236,41383,40846,59245,61495,114351
2907:654,58,302,84,15,616,518,8,354,138
2912:45956,34174,62896,79743,15854,93201,71824,17052,41021,33464
2914:542,58,654,15,902,302,1511,518,61,554
2924:95225,62388,76399,29707,63687,60445,55470,87243,81802,51839
2925:41508,57293,79576,35828,106900,10999,53988,72804,74325,75651
2947:66993,18970,24301,66050,2741,8643,46125,74456,71372,69910
2951:51550,2745,109448,99399,55868,57402,59086,60206,60602,61674
2959:78171,1529,54487,67315,66977,52034,61628,83093,67708,5136
2960:518,8151,8579,32,17,1187,1987,84,15,57069
2963:1511,542,1231,616,861,1403,58,902,3101,10181
2965:36338,122872,116408,113903,106585,101838,99847,96563,96114,96000
2967:80235,118513,119028,111340,122456,84793,56590,42336,80399,26597
2970:68239,9879,20949,2503,70589,78571,120053,96965,116122,46421
2977:14685,2433,3915,6552,25183,32566,65518,624,35323,14058
2981:542,518,84,29,8,101,554,861,162,1102
2989:35798,66718,48,1187,3294,4586,2162,875,22967,32
2990:22420,29000,13581,53100,66982,68489,77025,2236,45338,69694
3002:17,302,654,76,616,58,8,866,84,29
3004:3882,11859,39242,2402,35363,15604,22395,25393,25670,2226
3011:123142,120511,120408,117218,115356,112786,109829,85653,84226,82143
3013:36783,63686,71679,90464,10883,6900,3695,3107,21558,22643
3037:17,302,654,76,616,58,8,866,84,29
3038:16016,69606,100119,50306,247,37869,120769,47404,64487,34922
3044:616,58,289,654,302,518,861,650,542,14027
3070:26437,63771,113372,17555,18883,27635,46247,60434,2354,109566
3081:42534,40757,84077,30221,73489,54538,38965,28651,59150,95874
3100:616,302,542,15,101,861,8,84,736,518
3102:35302,574,984,14226,1400,18240,47587,5557,47985,27143
3105:29828,97610,58,654,15,38870,418,302,518,61
3107:42328,140,15463,103719,19671,82221,26409,21138,35413,19332
3110:16763,35716,40850,2410,78538,65834,49966,24508,13941,48341
3111:53315,1098,35799,71756,66450,73587,49698,88556,96689,9180
3113:42785,53245,3758,89692,46081,79016,47536,55749,82400,13832
3121:8,15,101,542,6,861,322,787,554,70
3125:654,302,17,616,58,354,70,29,650,84
3126:17,302,654,76,616,58,8,866,84,29
3129:616,542,302,61,861,518,6,32,29,1511
3139:9138,19276,30639,34757,38411,39106,63710,67803,69649,70290
3144:68700,39551,87667,16746,22215,15931,62729,38046,72988,5480
3152:99126,98925,96837,95673,92145,89276,82943,80273,21570,22743
